"day","laboratory","tested_all","tested_mobile","negative_all","negative_mobile","positive_all","positive_mobile","positive_retested","positive_new","not_tested","not_tested_mobile","created"
"2020-04-23","Nacionalinė visuomenės sveikatos priežiūros laboratorija",514,0,513,0,1,0,0,1,225,0,"2020-04-24 14:08:45"
"2020-04-23","Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",417,336,414,334,3,2,1,2,141,141,"2020-04-24 14:08:45"
"2020-04-23","Nacionalinio vėžio instituto laboratorija",511,10,510,10,1,0,0,1,87,0,"2020-04-24 14:08:45"
"2020-04-23","Respublikinės Šiaulių ligoninės laboratorija",11,0,11,0,0,0,0,0,44,0,"2020-04-24 14:08:45"
"2020-04-23","UAB „Baltic Medics“",216,216,216,216,0,0,0,0,61,61,"2020-04-24 14:08:45"
"2020-04-23","UAB „Diagnostikos laboratorija“ („Antėja“)",652,197,650,196,2,1,1,1,591,120,"2020-04-24 14:08:45"
"2020-04-23","UAB „Medicina practica laboratorija“",809,0,809,0,0,0,0,0,100,100,"2020-04-24 14:08:45"
"2020-04-23","UAB „SK Impeks Medicinos diagnostikos centras“",202,0,201,0,1,0,0,1,199,0,"2020-04-24 14:08:45"
"2020-04-23","VU Gyvybės mokslų centras",463,463,462,462,1,1,0,1,171,23,"2020-04-24 14:08:45"
"2020-04-23","VU ligoninės Santaros klinikų laboratorija",849,0,835,0,14,0,12,2,9,0,"2020-04-24 14:08:45"
"2020-04-24","Klaipėdos universitetinės ligoninės laboratorija",571,54,555,45,16,9,7,9,765,0,"2020-04-25 11:15:20"
"2020-04-24","LSMU ligoninės Kauno klinikų laboratorija",2155,436,2152,436,3,0,2,1,120,0,"2020-04-25 11:15:20"
"2020-04-24","Nacionalinė visuomenės sveikatos priežiūros laboratorija",504,28,504,28,0,0,0,0,225,79,"2020-04-25 11:15:20"
"2020-04-24","Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",642,639,636,636,6,3,3,3,186,186,"2020-04-25 11:15:20"
"2020-04-24","Nacionalinio vėžio instituto laboratorija",456,0,456,0,0,0,0,0,311,0,"2020-04-25 11:15:20"
"2020-04-24","Respublikinės Šiaulių ligoninės laboratorija",254,0,254,0,0,0,0,0,297,33,"2020-04-25 11:15:20"
"2020-04-24","UAB „Baltic Medics“",151,151,151,151,0,0,0,0,67,67,"2020-04-25 11:15:20"
"2020-04-24","UAB „Diagnostikos laboratorija“ („Antėja“)",654,120,654,120,0,0,0,0,538,115,"2020-04-25 11:15:20"
"2020-04-24","UAB „Invitro diagnostika“",307,0,306,0,1,0,0,1,0,0,"2020-04-25 11:15:20"
"2020-04-24","UAB „Medicina practica laboratorija“",652,135,652,135,0,0,0,0,21,21,"2020-04-25 11:15:20"
"2020-04-24","UAB „SK Impeks Medicinos diagnostikos centras“",205,0,204,0,1,0,0,1,0,0,"2020-04-25 11:15:20"
"2020-04-24","VU Gyvybės mokslų centras",449,59,449,59,0,0,0,0,191,0,"2020-04-25 11:15:20"
"2020-04-24","VU ligoninės Santaros klinikų laboratorija",956,0,946,0,10,0,9,1,282,0,"2020-04-25 11:15:20"
"2020-04-25","Klaipėdos universitetinės ligoninės laboratorija",671,1,656,0,15,1,13,2,200,0,"2020-04-26 10:00:31"
"2020-04-25","LSMU ligoninės Kauno klinikų laboratorija",978,418,974,416,4,2,2,2,0,0,"2020-04-26 10:00:31"
"2020-04-25","Nacionalinė visuomenės sveikatos priežiūros laboratorija",500,51,499,51,1,0,0,1,215,1,"2020-04-26 10:00:31"
"2020-04-25","Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",582,579,576,576,6,3,3,3,200,200,"2020-04-26 10:00:31"
"2020-04-25","Nacionalinio vėžio instituto laboratorija",319,40,319,40,0,0,0,0,0,0,"2020-04-26 10:00:31"
"2020-04-25","Respublikinės Šiaulių ligoninės laboratorija",326,34,326,34,0,0,0,0,53,0,"2020-04-26 10:00:31"
"2020-04-25","UAB „Baltic Medics“",245,243,244,242,1,1,0,1,0,0,"2020-04-26 10:00:31"
"2020-04-25","UAB „Diagnostikos laboratorija“ („Antėja“)",648,176,648,176,0,0,0,0,23,23,"2020-04-26 10:00:31"
"2020-04-25","UAB „Medicina practica laboratorija“",553,57,553,57,0,0,0,0,104,0,"2020-04-26 10:00:31"
"2020-04-25","VU Gyvybės mokslų centras",201,0,201,0,0,0,0,0,0,0,"2020-04-26 10:00:31"
"2020-04-25","VU ligoninės Santaros klinikų laboratorija",517,52,503,52,14,0,11,3,9,0,"2020-04-26 10:00:31"
"2020-04-26","Klaipėdos universitetinės ligoninės laboratorija",446,22,441,21,5,1,3,2,0,0,"2020-04-28 18:37:40"
"2020-04-26","LSMU ligoninės Kauno klinikų laboratorija",374,51,371,51,3,0,1,2,0,0,"2020-04-28 18:37:40"
"2020-04-26","Nacionalinė visuomenės sveikatos priežiūros laboratorija",490,112,490,112,0,0,0,0,0,0,"2020-04-28 18:37:40"
"2020-04-26","Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",420,229,412,222,8,7,1,7,0,0,"2020-04-28 18:37:40"
"2020-04-26","Nacionalinio vėžio instituto laboratorija",14,0,14,0,0,0,0,0,0,0,"2020-04-28 18:37:40"
"2020-04-26","Respublikinės Šiaulių ligoninės laboratorija",217,0,217,0,0,0,0,0,55,0,"2020-04-28 18:37:40"
"2020-04-26","UAB „Diagnostikos laboratorija“ („Antėja“)",23,23,23,23,0,0,0,0,0,0,"2020-04-28 18:37:40"
"2020-04-26","UAB „Medicina practica laboratorija“",104,0,104,0,0,0,0,0,0,0,"2020-04-28 18:37:40"
"2020-04-26","VU ligoninės Santaros klinikų laboratorija",199,0,189,0,10,0,10,0,8,0,"2020-04-28 18:37:40"
"2020-04-27","Klaipėdos universitetinės ligoninės laboratorija",491,144,483,143,8,1,NA,NA,139,49,"2020-04-28 18:40:09"
"2020-04-27","LSMU ligoninės Kauno klinikų laboratorija",1468,285,1465,285,3,0,NA,NA,0,0,"2020-04-28 18:40:09"
"2020-04-27","Nacionalinė visuomenės sveikatos priežiūros laboratorija",496,114,496,114,0,0,NA,NA,225,40,"2020-04-28 18:40:09"
"2020-04-27","Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",205,155,203,154,2,1,NA,NA,137,137,"2020-04-28 18:40:09"
"2020-04-27","Nacionalinio vėžio instituto laboratorija",203,0,203,0,0,0,NA,NA,0,0,"2020-04-28 18:40:09"
"2020-04-27","Respublikinės Panevėžio ligoninės laboratorija",24,0,24,0,0,0,NA,NA,0,0,"2020-04-28 18:40:09"
"2020-04-27","Respublikinės Šiaulių ligoninės laboratorija",259,0,259,0,0,0,NA,NA,172,30,"2020-04-28 18:40:09"
"2020-04-27","UAB „Baltic Medics“",331,331,331,331,0,0,NA,NA,1,1,"2020-04-28 18:40:09"
"2020-04-27","UAB „Diagnostikos laboratorija“ („Antėja“)",345,66,345,66,0,0,NA,NA,463,108,"2020-04-28 18:40:09"
"2020-04-27","UAB „Medicina practica laboratorija“",445,76,445,76,0,0,NA,NA,53,0,"2020-04-28 18:40:09"
"2020-04-27","UAB „SK Impeks Medicinos diagnostikos centras“",36,0,36,0,0,0,NA,NA,0,0,"2020-04-28 18:40:09"
"2020-04-27","VU ligoninės Santaros klinikų laboratorija",731,0,726,0,5,0,NA,NA,19,0,"2020-04-28 18:40:09"
"2020-04-28","Klaipėdos universitetinės ligoninės laboratorija",561,115,539,115,22,0,NA,NA,139,22,"2020-04-30 21:39:49"
"2020-04-28","LSMU ligoninės Kauno klinikų laboratorija",1706,273,1706,273,0,0,NA,NA,0,0,"2020-04-30 21:39:49"
"2020-04-28","Nacionalinė visuomenės sveikatos priežiūros laboratorija",596,113,596,113,0,0,NA,NA,225,12,"2020-04-30 21:39:49"
"2020-04-28","Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",579,579,570,570,9,4,NA,NA,186,186,"2020-04-30 21:39:49"
"2020-04-28","Nacionalinio vėžio instituto laboratorija",240,0,240,0,0,0,NA,NA,224,0,"2020-04-30 21:39:49"
"2020-04-28","Respublikinės Panevėžio ligoninės laboratorija",24,0,24,0,0,0,NA,NA,0,0,"2020-04-30 21:39:49"
"2020-04-28","Respublikinės Šiaulių ligoninės laboratorija",527,131,526,131,1,0,NA,NA,298,38,"2020-04-30 21:39:49"
"2020-04-28","UAB „Baltic Medics“",218,216,218,216,0,0,NA,NA,0,0,"2020-04-30 21:39:49"
"2020-04-28","UAB „Diagnostikos laboratorija“ („Antėja“)",654,106,654,106,0,0,NA,NA,211,62,"2020-04-30 21:39:49"
"2020-04-28","UAB „Medicina practica laboratorija“",439,0,439,0,0,0,NA,NA,57,0,"2020-04-30 21:39:49"
"2020-04-28","UAB „SK Impeks Medicinos diagnostikos centras“",0,0,0,0,0,0,NA,NA,89,0,"2020-04-30 21:39:49"
"2020-04-28","VU ligoninės Santaros klinikų laboratorija",848,0,840,0,8,0,NA,NA,11,0,"2020-04-30 21:39:49"
"2020-04-29","Klaipėdos universitetinės ligoninės laboratorija",564,128,552,123,12,0,NA,NA,125,0,"2020-04-30 21:39:20"
"2020-04-29","LSMU ligoninės Kauno klinikų laboratorija",2143,406,2142,406,1,0,NA,NA,150,0,"2020-04-30 21:39:20"
"2020-04-29","Nacionalinė visuomenės sveikatos priežiūros laboratorija",601,7,601,7,0,0,NA,NA,225,0,"2020-04-30 21:39:20"
"2020-04-29","Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",667,667,657,657,10,1,NA,NA,200,200,"2020-04-30 21:39:20"
"2020-04-29","Nacionalinio vėžio instituto laboratorija",531,52,531,52,0,0,NA,NA,232,0,"2020-04-30 21:39:20"
"2020-04-29","Respublikinės Panevėžio ligoninės laboratorija",24,0,24,0,0,0,NA,NA,0,0,"2020-04-30 21:39:20"
"2020-04-29","Respublikinės Šiaulių ligoninės laboratorija",591,96,591,96,0,0,NA,NA,207,0,"2020-04-30 21:39:20"
"2020-04-29","UAB „Baltic Medics“",212,212,212,212,0,0,NA,NA,35,35,"2020-04-30 21:39:20"
"2020-04-29","UAB „Diagnostikos laboratorija“ („Antėja“)",400,149,398,147,2,2,NA,NA,443,46,"2020-04-30 21:39:20"
"2020-04-29","UAB „Invitro diagnostika“",175,41,174,40,1,0,NA,NA,20,0,"2020-04-30 21:39:20"
"2020-04-29","UAB „Medicina practica laboratorija“",467,0,467,0,0,0,NA,NA,20,0,"2020-04-30 21:39:20"
"2020-04-29","UAB „SK Impeks Medicinos diagnostikos centras“",163,0,153,0,10,0,NA,NA,0,0,"2020-04-30 21:39:20"
"2020-04-29","VU ligoninės Santaros klinikų laboratorija",816,0,809,0,7,0,NA,NA,12,0,"2020-04-30 21:39:20"
"2020-04-30","Klaipėdos universitetinės ligoninės laboratorija",566,158,555,151,11,0,NA,NA,85,0,"2020-05-01 11:37:10"
"2020-04-30","LSMU ligoninės Kauno klinikų laboratorija",2185,415,2181,415,4,0,NA,NA,250,250,"2020-05-01 11:37:10"
"2020-04-30","Nacionalinė visuomenės sveikatos priežiūros laboratorija",598,0,597,0,1,0,NA,NA,205,0,"2020-05-01 11:37:10"
"2020-04-30","Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",610,610,604,604,6,0,NA,NA,200,200,"2020-05-01 11:37:10"
"2020-04-30","Nacionalinio vėžio instituto laboratorija",358,55,358,55,0,0,NA,NA,0,0,"2020-05-01 11:37:10"
"2020-04-30","Respublikinės Panevėžio ligoninės laboratorija",24,0,24,0,0,0,NA,NA,0,0,"2020-05-01 11:37:10"
"2020-04-30","Respublikinės Šiaulių ligoninės laboratorija",403,103,403,103,0,0,NA,NA,648,75,"2020-05-01 11:37:10"
"2020-04-30","UAB „Baltic Medics“",214,187,214,187,0,0,NA,NA,0,0,"2020-05-01 11:37:10"
"2020-04-30","UAB „Diagnostikos laboratorija“ („Antėja“)",749,154,749,154,0,0,NA,NA,320,40,"2020-05-01 11:37:10"
"2020-04-30","UAB „Medicina practica laboratorija“",248,0,248,0,0,0,NA,NA,0,0,"2020-05-01 11:37:10"
"2020-04-30","UAB „SK Impeks Medicinos diagnostikos centras“",213,0,213,0,0,0,NA,NA,98,0,"2020-05-01 11:37:10"
"2020-04-30","VU Gyvybės mokslų centras",369,100,369,100,0,0,NA,NA,288,0,"2020-05-01 11:37:10"
"2020-04-30","VU ligoninės Santaros klinikų laboratorija",676,0,669,0,7,0,NA,NA,12,0,"2020-05-01 11:37:10"
"2020-05-01","Klaipėdos universitetinės ligoninės laboratorija",282,82,252,56,30,4,NA,NA,21,0,"2020-05-02 12:06:57"
"2020-05-01","LSMU ligoninės Kauno klinikų laboratorija",1096,575,1089,574,7,0,NA,NA,0,0,"2020-05-02 12:06:57"
"2020-05-01","Nacionalinė visuomenės sveikatos priežiūros laboratorija",600,0,600,0,0,0,NA,NA,230,71,"2020-05-02 12:06:57"
"2020-05-01","Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",650,650,640,640,10,1,NA,NA,93,93,"2020-05-02 12:06:57"
"2020-05-01","Nacionalinio vėžio instituto laboratorija",0,0,0,0,0,0,NA,NA,0,0,"2020-05-02 12:06:57"
"2020-05-01","Respublikinės Panevėžio ligoninės laboratorija",48,0,48,0,0,0,NA,NA,0,0,"2020-05-02 12:06:57"
"2020-05-01","Respublikinės Šiaulių ligoninės laboratorija",764,145,764,145,0,0,NA,NA,0,0,"2020-05-02 12:06:57"
"2020-05-01","UAB „Baltic Medics“",231,231,229,229,2,2,NA,NA,0,0,"2020-05-02 12:06:57"
"2020-05-01","UAB „Diagnostikos laboratorija“ („Antėja“)",321,40,321,40,0,0,NA,NA,0,0,"2020-05-02 12:06:57"
"2020-05-01","UAB „Invitro diagnostika“",417,0,415,0,2,0,NA,NA,0,0,"2020-05-02 12:06:57"
"2020-05-01","UAB „Medicina practica laboratorija“",458,0,458,0,0,0,NA,NA,0,0,"2020-05-02 12:06:57"
"2020-05-01","UAB „SK Impeks Medicinos diagnostikos centras“",98,0,98,0,0,0,NA,NA,0,0,"2020-05-02 12:06:57"
"2020-05-01","VU Gyvybės mokslų centras",288,0,288,0,0,0,NA,NA,0,0,"2020-05-02 12:06:57"
"2020-05-01","VU ligoninės Santaros klinikų laboratorija",249,0,245,0,4,0,NA,NA,11,0,"2020-05-02 12:06:57"
"2020-05-02","Klaipėdos universitetinės ligoninės laboratorija",196,51,190,47,6,0,NA,NA,0,0,"2020-05-03 11:23:43"
"2020-05-02","LSMU ligoninės Kauno klinikų laboratorija",1056,593,1056,593,0,0,NA,NA,0,0,"2020-05-03 11:23:43"
"2020-05-02","Nacionalinė visuomenės sveikatos priežiūros laboratorija",603,175,602,174,1,0,NA,NA,235,71,"2020-05-03 11:23:43"
"2020-05-02","Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",433,433,432,432,1,0,NA,NA,210,210,"2020-05-03 11:23:43"
"2020-05-02","Respublikinės Panevėžio ligoninės laboratorija",24,0,24,0,0,0,NA,NA,0,0,"2020-05-03 11:23:43"
"2020-05-02","Respublikinės Šiaulių ligoninės laboratorija",432,146,432,146,0,0,NA,NA,0,0,"2020-05-03 11:23:43"
"2020-05-02","UAB „Baltic Medics“",193,193,193,193,0,0,NA,NA,0,0,"2020-05-03 11:23:43"
"2020-05-02","UAB „Diagnostikos laboratorija“ („Antėja“)",277,269,277,269,0,0,NA,NA,131,131,"2020-05-03 11:23:43"
"2020-05-02","VU ligoninės Santaros klinikų laboratorija",194,0,187,0,7,0,NA,NA,79,0,"2020-05-03 11:23:43"
"2020-05-03","Klaipėdos universitetinės ligoninės laboratorija",139,42,139,42,0,0,NA,NA,0,0,"2020-05-04 14:16:30"
"2020-05-03","LSMU ligoninės Kauno klinikų laboratorija",654,374,650,374,4,0,NA,NA,0,0,"2020-05-04 14:16:30"
"2020-05-03","Nacionalinė visuomenės sveikatos priežiūros laboratorija",116,63,116,63,0,0,NA,NA,52,25,"2020-05-04 14:16:30"
"2020-05-03","Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",640,640,640,640,0,0,NA,NA,200,200,"2020-05-04 14:16:30"
"2020-05-03","Respublikinės Šiaulių ligoninės laboratorija",304,169,303,168,1,1,NA,NA,0,0,"2020-05-04 14:16:30"
"2020-05-03","UAB „Diagnostikos laboratorija“ („Antėja“)",131,131,131,131,0,0,NA,NA,0,0,"2020-05-04 14:16:30"
"2020-05-03","UAB „Medicina practica laboratorija“",0,0,0,0,0,0,NA,NA,151,151,"2020-05-04 14:16:30"
"2020-05-03","VU ligoninės Santaros klinikų laboratorija",367,0,355,0,12,0,NA,NA,10,0,"2020-05-04 14:16:30"
"2020-05-04","Klaipėdos universitetinės ligoninės laboratorija",501,114,497,113,4,0,NA,NA,112,16,"2020-05-05 10:45:44"
"2020-05-04","LSMU ligoninės Kauno klinikų laboratorija",1177,56,1176,56,1,0,NA,NA,250,200,"2020-05-05 10:45:44"
"2020-05-04","Nacionalinė visuomenės sveikatos priežiūros laboratorija",206,42,204,42,2,2,NA,NA,225,25,"2020-05-05 10:45:44"
"2020-05-04","Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",646,639,644,637,2,0,NA,NA,200,200,"2020-05-05 10:45:44"
"2020-05-04","Nacionalinio vėžio instituto laboratorija",273,0,273,0,0,0,NA,NA,234,51,"2020-05-05 10:45:44"
"2020-05-04","Respublikinės Panevėžio ligoninės laboratorija",48,0,48,0,0,0,NA,NA,0,0,"2020-05-05 10:45:44"
"2020-05-04","Respublikinės Šiaulių ligoninės laboratorija",493,86,493,86,0,0,NA,NA,0,0,"2020-05-05 10:45:44"
"2020-05-04","UAB „Baltic Medics“",305,302,305,302,0,0,NA,NA,0,0,"2020-05-05 10:45:44"
"2020-05-04","UAB „Diagnostikos laboratorija“ („Antėja“)",342,110,342,110,0,0,NA,NA,146,103,"2020-05-05 10:45:44"
"2020-05-04","UAB „Medicina practica laboratorija“",152,151,151,150,1,0,NA,NA,0,0,"2020-05-05 10:45:44"
"2020-05-04","UAB „SK Impeks Medicinos diagnostikos centras“",94,0,94,0,0,0,NA,NA,145,40,"2020-05-05 10:45:44"
"2020-05-04","VU ligoninės Santaros klinikų laboratorija",840,0,823,0,17,0,NA,NA,10,0,"2020-05-05 10:45:44"
"2020-05-05","Klaipėdos universitetinės ligoninės laboratorija",656,157,644,150,12,2,NA,NA,112,16,"2020-05-06 18:10:48"
"2020-05-05","LSMU ligoninės Kauno klinikų laboratorija",2068,577,2061,576,7,1,NA,NA,350,200,"2020-05-06 18:10:48"
"2020-05-05","Nacionalinė visuomenės sveikatos priežiūros laboratorija",605,0,604,0,1,0,NA,NA,225,0,"2020-05-06 18:10:48"
"2020-05-05","Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",623,623,621,621,2,1,NA,NA,190,190,"2020-05-06 18:10:48"
"2020-05-05","Nacionalinio vėžio instituto laboratorija",420,51,420,51,0,0,NA,NA,184,0,"2020-05-06 18:10:48"
"2020-05-05","Respublikinės Šiaulių ligoninės laboratorija",678,98,678,98,0,0,NA,NA,70,0,"2020-05-06 18:10:48"
"2020-05-05","UAB „Baltic Medics“",257,256,257,256,0,0,NA,NA,1,1,"2020-05-06 18:10:48"
"2020-05-05","UAB „Diagnostikos laboratorija“ („Antėja“)",526,242,526,242,0,0,NA,NA,226,93,"2020-05-06 18:10:48"
"2020-05-05","UAB „Invitro diagnostika“",140,67,139,66,1,0,NA,NA,6,6,"2020-05-06 18:10:48"
"2020-05-05","UAB „Medicina practica laboratorija“",65,0,65,0,0,0,NA,NA,117,0,"2020-05-06 18:10:48"
"2020-05-05","UAB „SK Impeks Medicinos diagnostikos centras“",157,40,157,40,0,0,NA,NA,0,0,"2020-05-06 18:10:48"
"2020-05-05","VU Gyvybės mokslų centras",235,0,235,0,0,0,NA,NA,0,0,"2020-05-06 18:10:48"
"2020-05-05","VU ligoninės Santaros klinikų laboratorija",957,0,952,0,5,0,NA,NA,50,0,"2020-05-06 18:10:48"
"2020-05-06","Klaipėdos universitetinės ligoninės laboratorija",564,162,553,154,11,2,NA,NA,112,16,"2020-05-07 15:15:26"
"2020-05-06","LSMU ligoninės Kauno klinikų laboratorija",2251,702,2250,702,1,0,NA,NA,250,100,"2020-05-07 15:15:26"
"2020-05-06","Nacionalinė visuomenės sveikatos priežiūros laboratorija",596,1,595,1,1,0,NA,NA,250,103,"2020-05-07 15:15:26"
"2020-05-06","Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",644,633,639,628,5,1,NA,NA,215,215,"2020-05-07 15:15:26"
"2020-05-06","Nacionalinio vėžio instituto laboratorija",436,80,436,80,0,0,NA,NA,172,0,"2020-05-07 15:15:26"
"2020-05-06","Respublikinės Panevėžio ligoninės laboratorija",24,0,24,0,0,0,NA,NA,0,0,"2020-05-07 15:15:26"
"2020-05-06","Respublikinės Šiaulių ligoninės laboratorija",762,111,762,111,0,0,NA,NA,107,0,"2020-05-07 15:15:26"
"2020-05-06","UAB „Baltic Medics“",255,253,254,252,1,1,NA,NA,0,0,"2020-05-07 15:15:26"
"2020-05-06","UAB „Diagnostikos laboratorija“ („Antėja“)",558,140,558,140,0,0,NA,NA,293,58,"2020-05-07 15:15:26"
"2020-05-06","UAB „Invitro diagnostika“",220,0,220,0,0,0,NA,NA,0,0,"2020-05-07 15:15:26"
"2020-05-06","UAB „Medicina practica laboratorija“",252,0,252,0,0,0,NA,NA,120,0,"2020-05-07 15:15:26"
"2020-05-06","UAB „SK Impeks Medicinos diagnostikos centras“",94,0,94,0,0,0,NA,NA,136,0,"2020-05-07 15:15:26"
"2020-05-06","VU Gyvybės mokslų centras",192,0,191,0,1,0,NA,NA,0,0,"2020-05-07 15:15:26"
"2020-05-06","VU ligoninės Santaros klinikų laboratorija",749,0,746,0,3,0,NA,NA,10,0,"2020-05-07 15:15:26"
"2020-05-07","Klaipėdos universitetinės ligoninės laboratorija",563,182,558,179,5,1,NA,NA,0,0,"2020-05-08 14:06:22"
"2020-05-07","LSMU ligoninės Kauno klinikų laboratorija",2190,353,2185,352,5,0,NA,NA,250,200,"2020-05-08 14:06:22"
"2020-05-07","Nacionalinė visuomenės sveikatos priežiūros laboratorija",607,102,606,101,1,1,NA,NA,250,103,"2020-05-08 14:06:22"
"2020-05-07","Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",648,648,639,639,9,2,NA,NA,200,200,"2020-05-08 14:06:22"
"2020-05-07","Nacionalinio vėžio instituto laboratorija",466,38,466,38,0,0,NA,NA,209,0,"2020-05-08 14:06:22"
"2020-05-07","Respublikinės Panevėžio ligoninės laboratorija",48,0,48,0,0,0,NA,NA,0,0,"2020-05-08 14:06:22"
"2020-05-07","Respublikinės Šiaulių ligoninės laboratorija",814,170,814,170,0,0,NA,NA,0,0,"2020-05-08 14:06:22"
"2020-05-07","UAB „Baltic Medics“",211,193,211,193,0,0,NA,NA,0,0,"2020-05-08 14:06:22"
"2020-05-07","UAB „Diagnostikos laboratorija“ („Antėja“)",656,118,656,118,0,0,NA,NA,134,110,"2020-05-08 14:06:22"
"2020-05-07","UAB „Invitro diagnostika“",205,31,205,31,0,0,NA,NA,0,0,"2020-05-08 14:06:22"
"2020-05-07","UAB „Medicina practica laboratorija“",320,0,316,0,4,0,NA,NA,43,0,"2020-05-08 14:06:22"
"2020-05-07","UAB „SK Impeks Medicinos diagnostikos centras“",230,0,230,0,0,0,NA,NA,8,0,"2020-05-08 14:06:22"
"2020-05-07","VU Gyvybės mokslų centras",232,0,232,0,0,0,NA,NA,209,0,"2020-05-08 14:06:22"
"2020-05-07","VU ligoninės Santaros klinikų laboratorija",911,0,901,0,10,0,NA,NA,10,0,"2020-05-08 14:06:22"
"2020-05-08","Klaipėdos universitetinės ligoninės laboratorija",562,126,559,124,3,0,NA,NA,0,0,"2020-05-09 11:13:44"
"2020-05-08","LSMU ligoninės Kauno klinikų laboratorija",2156,606,2154,606,2,0,NA,NA,0,0,"2020-05-09 11:13:44"
"2020-05-08","Nacionalinė visuomenės sveikatos priežiūros laboratorija",615,146,614,146,1,0,NA,NA,250,28,"2020-05-09 11:13:44"
"2020-05-08","Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",854,716,830,705,24,4,NA,NA,200,200,"2020-05-09 11:13:44"
"2020-05-08","Nacionalinio vėžio instituto laboratorija",365,40,365,40,0,0,NA,NA,231,0,"2020-05-09 11:13:44"
"2020-05-08","Respublikinės Panevėžio ligoninės laboratorija",24,0,24,0,0,0,NA,NA,0,0,"2020-05-09 11:13:44"
"2020-05-08","Respublikinės Šiaulių ligoninės laboratorija",899,118,899,118,0,0,NA,NA,0,0,"2020-05-09 11:13:44"
"2020-05-08","UAB „Baltic Medics“",298,298,298,298,0,0,NA,NA,0,0,"2020-05-09 11:13:44"
"2020-05-08","UAB „Diagnostikos laboratorija“ („Antėja“)",588,242,587,241,1,0,NA,NA,1,0,"2020-05-09 11:13:44"
"2020-05-08","UAB „Invitro diagnostika“",191,81,190,80,1,0,NA,NA,0,0,"2020-05-09 11:13:44"
"2020-05-08","UAB „Medicina practica laboratorija“",212,0,212,0,0,0,NA,NA,0,0,"2020-05-09 11:13:44"
"2020-05-08","UAB „SK Impeks Medicinos diagnostikos centras“",36,0,36,0,0,0,NA,NA,0,0,"2020-05-09 11:13:44"
"2020-05-08","VU Gyvybės mokslų centras",397,0,397,0,0,0,NA,NA,286,209,"2020-05-09 11:13:44"
"2020-05-08","VU ligoninės Santaros klinikų laboratorija",944,0,931,0,13,0,NA,NA,6,0,"2020-05-09 11:13:44"
"2020-05-09","Klaipėdos universitetinės ligoninės laboratorija",282,99,270,93,12,1,NA,NA,0,0,"2020-05-10 12:33:11"
"2020-05-09","LSMU ligoninės Kauno klinikų laboratorija",1062,552,1062,552,0,0,NA,NA,0,0,"2020-05-10 12:33:11"
"2020-05-09","Nacionalinė visuomenės sveikatos priežiūros laboratorija",607,29,606,29,1,0,NA,NA,141,21,"2020-05-10 12:33:11"
"2020-05-09","Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",485,438,484,437,1,1,NA,NA,200,200,"2020-05-10 12:33:11"
"2020-05-09","Nacionalinio vėžio instituto laboratorija",236,31,236,31,0,0,NA,NA,0,0,"2020-05-10 12:33:11"
"2020-05-09","Respublikinės Panevėžio ligoninės laboratorija",24,0,24,0,0,0,NA,NA,0,0,"2020-05-10 12:33:11"
"2020-05-09","Respublikinės Šiaulių ligoninės laboratorija",133,61,132,60,1,1,NA,NA,16,0,"2020-05-10 12:33:11"
"2020-05-09","UAB „Baltic Medics“",164,164,164,164,0,0,NA,NA,0,0,"2020-05-10 12:33:11"
"2020-05-09","UAB „Diagnostikos laboratorija“ („Antėja“)",110,107,110,107,0,0,NA,NA,0,0,"2020-05-10 12:33:11"
"2020-05-09","VU Gyvybės mokslų centras",286,209,285,208,1,1,NA,NA,0,0,"2020-05-10 12:33:11"
"2020-05-09","VU ligoninės Santaros klinikų laboratorija",192,0,186,0,6,0,NA,NA,10,0,"2020-05-10 12:33:11"
"2020-05-10","Klaipėdos universitetinės ligoninės laboratorija",282,155,278,153,4,2,NA,NA,30,30,"2020-05-11 10:28:47"
"2020-05-10","LSMU ligoninės Kauno klinikų laboratorija",706,379,703,379,3,0,NA,NA,0,0,"2020-05-11 10:28:47"
"2020-05-10","Nacionalinė visuomenės sveikatos priežiūros laboratorija",415,209,415,209,0,0,NA,NA,65,21,"2020-05-11 10:28:47"
"2020-05-10","Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",640,640,639,639,1,0,NA,NA,200,200,"2020-05-11 10:28:47"
