"administrative_level_2","administrative_level_3","age","population"
"Šiaulių apskr.","Akmenės r.","10-14",814
"Šiaulių apskr.","Akmenės r.","15-19",924
"Šiaulių apskr.","Akmenės r.","20-24",1179
"Šiaulių apskr.","Akmenės r.","25-29",1195
"Šiaulių apskr.","Akmenės r.","30-34",686
"Šiaulių apskr.","Akmenės r.","35-39",617
"Šiaulių apskr.","Akmenės r.","40-44",784
"Šiaulių apskr.","Akmenės r.","45-49",1196
"Šiaulių apskr.","Akmenės r.","5-9",932
"Šiaulių apskr.","Akmenės r.","50-54",1488
"Šiaulių apskr.","Akmenės r.","55-59",1653
"Šiaulių apskr.","Akmenės r.","60-64",1621
"Šiaulių apskr.","Akmenės r.","65-69",1293
"Šiaulių apskr.","Akmenės r.","70-74",1067
"Šiaulių apskr.","Akmenės r.","75-79",898
"Šiaulių apskr.","Akmenės r.","80+",1355
"Šiaulių apskr.","Joniškio r.","0-4",822
"Šiaulių apskr.","Joniškio r.","10-14",867
"Šiaulių apskr.","Joniškio r.","15-19",1136
"Šiaulių apskr.","Joniškio r.","20-24",1289
"Šiaulių apskr.","Joniškio r.","25-29",1315
"Šiaulių apskr.","Joniškio r.","30-34",709
"Šiaulių apskr.","Joniškio r.","35-39",605
"Šiaulių apskr.","Joniškio r.","40-44",1041
"Šiaulių apskr.","Joniškio r.","45-49",1458
"Šiaulių apskr.","Joniškio r.","5-9",946
"Šiaulių apskr.","Joniškio r.","50-54",1757
"Šiaulių apskr.","Joniškio r.","55-59",1844
"Šiaulių apskr.","Joniškio r.","60-64",1713
"Šiaulių apskr.","Joniškio r.","65-69",1328
"Šiaulių apskr.","Joniškio r.","70-74",1132
"Šiaulių apskr.","Joniškio r.","75-79",1038
"Šiaulių apskr.","Joniškio r.","80+",1344
"Šiaulių apskr.","Kelmės r.","0-4",963
"Šiaulių apskr.","Kelmės r.","10-14",1041
"Šiaulių apskr.","Kelmės r.","15-19",1297
"Šiaulių apskr.","Kelmės r.","20-24",1653
"Šiaulių apskr.","Kelmės r.","25-29",1560
"Šiaulių apskr.","Kelmės r.","30-34",894
"Šiaulių apskr.","Kelmės r.","35-39",745
"Šiaulių apskr.","Kelmės r.","40-44",1274
"Šiaulių apskr.","Kelmės r.","45-49",1690
"Šiaulių apskr.","Kelmės r.","5-9",1132
"Šiaulių apskr.","Kelmės r.","50-54",2059
"Šiaulių apskr.","Kelmės r.","55-59",2193
"Šiaulių apskr.","Kelmės r.","60-64",2108
"Šiaulių apskr.","Kelmės r.","65-69",1663
"Šiaulių apskr.","Kelmės r.","70-74",1357
"Šiaulių apskr.","Kelmės r.","75-79",1236
"Šiaulių apskr.","Kelmės r.","80+",1961
"Šiaulių apskr.","Pakruojo r.","0-4",741
"Šiaulių apskr.","Pakruojo r.","10-14",776
"Šiaulių apskr.","Pakruojo r.","15-19",1055
"Šiaulių apskr.","Pakruojo r.","20-24",1248
"Šiaulių apskr.","Pakruojo r.","25-29",1143
"Šiaulių apskr.","Pakruojo r.","30-34",587
"Šiaulių apskr.","Pakruojo r.","35-39",560
"Šiaulių apskr.","Pakruojo r.","40-44",952
"Šiaulių apskr.","Pakruojo r.","45-49",1368
"Šiaulių apskr.","Pakruojo r.","5-9",848
"Šiaulių apskr.","Pakruojo r.","50-54",1573
"Šiaulių apskr.","Pakruojo r.","55-59",1595
"Šiaulių apskr.","Pakruojo r.","60-64",1532
"Šiaulių apskr.","Pakruojo r.","65-69",1148
"Šiaulių apskr.","Pakruojo r.","70-74",959
"Šiaulių apskr.","Pakruojo r.","75-79",927
"Šiaulių apskr.","Pakruojo r.","80+",1203
"Šiaulių apskr.","Radviliškio r.","0-4",1493
"Šiaulių apskr.","Radviliškio r.","10-14",1739
"Šiaulių apskr.","Radviliškio r.","15-19",1857
"Šiaulių apskr.","Radviliškio r.","20-24",2134
"Šiaulių apskr.","Radviliškio r.","25-29",2177
"Šiaulių apskr.","Radviliškio r.","30-34",1528
"Šiaulių apskr.","Radviliškio r.","35-39",1377
"Šiaulių apskr.","Radviliškio r.","40-44",1649
"Šiaulių apskr.","Radviliškio r.","45-49",2385
"Šiaulių apskr.","Radviliškio r.","5-9",1771
"Šiaulių apskr.","Radviliškio r.","50-54",2952
"Šiaulių apskr.","Radviliškio r.","55-59",3087
"Šiaulių apskr.","Radviliškio r.","60-64",2859
"Šiaulių apskr.","Radviliškio r.","65-69",2093
"Šiaulių apskr.","Radviliškio r.","70-74",1675
"Šiaulių apskr.","Radviliškio r.","75-79",1549
"Šiaulių apskr.","Radviliškio r.","80+",2251
"Šiaulių apskr.","Šiaulių m.","0-4",5232
"Šiaulių apskr.","Šiaulių m.","10-14",4341
"Šiaulių apskr.","Šiaulių m.","15-19",3875
"Šiaulių apskr.","Šiaulių m.","20-24",4767
"Šiaulių apskr.","Šiaulių m.","25-29",6567
"Šiaulių apskr.","Šiaulių m.","30-34",7675
"Šiaulių apskr.","Šiaulių m.","35-39",7282
"Šiaulių apskr.","Šiaulių m.","40-44",6739
"Šiaulių apskr.","Šiaulių m.","45-49",7519
"Šiaulių apskr.","Šiaulių m.","5-9",5138
"Šiaulių apskr.","Šiaulių m.","50-54",7415
"Šiaulių apskr.","Šiaulių m.","55-59",7802
"Šiaulių apskr.","Šiaulių m.","60-64",7673
"Šiaulių apskr.","Šiaulių m.","65-69",5465
"Šiaulių apskr.","Šiaulių m.","70-74",4473
"Šiaulių apskr.","Šiaulių m.","75-79",3953
"Šiaulių apskr.","Šiaulių m.","80+",5968
"Šiaulių apskr.","Šiaulių r.","0-4",1737
"Šiaulių apskr.","Šiaulių r.","10-14",2236
"Šiaulių apskr.","Šiaulių r.","15-19",2151
"Šiaulių apskr.","Šiaulių r.","20-24",2509
"Šiaulių apskr.","Šiaulių r.","25-29",2637
"Šiaulių apskr.","Šiaulių r.","30-34",2091
"Šiaulių apskr.","Šiaulių r.","35-39",2065
"Šiaulių apskr.","Šiaulių r.","40-44",2436
"Šiaulių apskr.","Šiaulių r.","45-49",3059
"Šiaulių apskr.","Šiaulių r.","5-9",2057
"Šiaulių apskr.","Šiaulių r.","50-54",3452
"Šiaulių apskr.","Šiaulių r.","55-59",3430
"Šiaulių apskr.","Šiaulių r.","60-64",3292
"Šiaulių apskr.","Šiaulių r.","65-69",2429
"Šiaulių apskr.","Šiaulių r.","70-74",1990
"Šiaulių apskr.","Šiaulių r.","75-79",1619
"Šiaulių apskr.","Šiaulių r.","80+",2364
"Tauragės apskr.","Jurbarko r.","0-4",1044
"Tauragės apskr.","Jurbarko r.","10-14",1183
"Tauragės apskr.","Jurbarko r.","15-19",1314
"Tauragės apskr.","Jurbarko r.","20-24",1552
"Tauragės apskr.","Jurbarko r.","25-29",1592
"Tauragės apskr.","Jurbarko r.","30-34",966
"Tauragės apskr.","Jurbarko r.","35-39",839
"Tauragės apskr.","Jurbarko r.","40-44",1190
"Tauragės apskr.","Jurbarko r.","45-49",1643
"Tauragės apskr.","Jurbarko r.","5-9",1153
"Tauragės apskr.","Jurbarko r.","50-54",1979
"Tauragės apskr.","Jurbarko r.","55-59",2100
"Tauragės apskr.","Jurbarko r.","60-64",1971
"Tauragės apskr.","Jurbarko r.","65-69",1596
"Tauragės apskr.","Jurbarko r.","70-74",1318
"Tauragės apskr.","Jurbarko r.","75-79",1200
"Tauragės apskr.","Jurbarko r.","80+",1596
"Tauragės apskr.","Pagėgių","0-4",382
"Tauragės apskr.","Pagėgių","10-14",291
"Tauragės apskr.","Pagėgių","15-19",369
"Tauragės apskr.","Pagėgių","20-24",521
"Tauragės apskr.","Pagėgių","25-29",497
"Tauragės apskr.","Pagėgių","30-34",340
"Tauragės apskr.","Pagėgių","35-39",213
"Tauragės apskr.","Pagėgių","40-44",343
"Tauragės apskr.","Pagėgių","45-49",489
"Tauragės apskr.","Pagėgių","5-9",393
"Tauragės apskr.","Pagėgių","50-54",606
"Tauragės apskr.","Pagėgių","55-59",619
"Tauragės apskr.","Pagėgių","60-64",629
"Tauragės apskr.","Pagėgių","65-69",411
"Tauragės apskr.","Pagėgių","70-74",326
"Tauragės apskr.","Pagėgių","75-79",265
"Tauragės apskr.","Pagėgių","80+",432
"Tauragės apskr.","Šilalės r.","0-4",978
"Tauragės apskr.","Šilalės r.","10-14",978
"Tauragės apskr.","Šilalės r.","15-19",1203
"Tauragės apskr.","Šilalės r.","20-24",1576
"Tauragės apskr.","Šilalės r.","25-29",1658
"Tauragės apskr.","Šilalės r.","30-34",905
"Tauragės apskr.","Šilalės r.","35-39",763
"Tauragės apskr.","Šilalės r.","40-44",1051
"Tauragės apskr.","Šilalės r.","45-49",1500
"Tauragės apskr.","Šilalės r.","5-9",1256
"Tauragės apskr.","Šilalės r.","50-54",1740
"Tauragės apskr.","Šilalės r.","55-59",1889
"Tauragės apskr.","Šilalės r.","60-64",1652
"Tauragės apskr.","Šilalės r.","65-69",1238
"Tauragės apskr.","Šilalės r.","70-74",975
"Tauragės apskr.","Šilalės r.","75-79",812
"Tauragės apskr.","Šilalės r.","80+",1262
"Tauragės apskr.","Tauragės r.","0-4",1940
"Tauragės apskr.","Tauragės r.","10-14",1655
"Tauragės apskr.","Tauragės r.","15-19",1829
"Tauragės apskr.","Tauragės r.","20-24",2250
"Tauragės apskr.","Tauragės r.","25-29",2475
"Tauragės apskr.","Tauragės r.","30-34",1851
"Tauragės apskr.","Tauragės r.","35-39",1598
"Tauragės apskr.","Tauragės r.","40-44",1987
"Tauragės apskr.","Tauragės r.","45-49",2734
"Tauragės apskr.","Tauragės r.","5-9",2017
"Tauragės apskr.","Tauragės r.","50-54",2960
"Tauragės apskr.","Tauragės r.","55-59",3064
"Tauragės apskr.","Tauragės r.","60-64",2955
"Tauragės apskr.","Tauragės r.","65-69",2211
"Tauragės apskr.","Tauragės r.","70-74",1900
"Tauragės apskr.","Tauragės r.","75-79",1553
"Tauragės apskr.","Tauragės r.","80+",2352
"Telšių apskr.","Mažeikių r.","0-4",2514
"Telšių apskr.","Mažeikių r.","10-14",2662
"Telšių apskr.","Mažeikių r.","15-19",2619
"Telšių apskr.","Mažeikių r.","20-24",3194
"Telšių apskr.","Mažeikių r.","25-29",3260
"Telšių apskr.","Mažeikių r.","30-34",2489
"Telšių apskr.","Mažeikių r.","35-39",2417
"Telšių apskr.","Mažeikių r.","40-44",3001
"Telšių apskr.","Mažeikių r.","45-49",3828
"Telšių apskr.","Mažeikių r.","5-9",2935
"Telšių apskr.","Mažeikių r.","50-54",4042
"Telšių apskr.","Mažeikių r.","55-59",4220
"Telšių apskr.","Mažeikių r.","60-64",4116
"Telšių apskr.","Mažeikių r.","65-69",2984
"Telšių apskr.","Mažeikių r.","70-74",2380
"Telšių apskr.","Mažeikių r.","75-79",1729
"Telšių apskr.","Mažeikių r.","80+",2399
"Telšių apskr.","Plungės r.","0-4",1729
"Telšių apskr.","Plungės r.","10-14",1594
"Telšių apskr.","Plungės r.","15-19",1712
"Telšių apskr.","Plungės r.","20-24",2163
"Telšių apskr.","Plungės r.","25-29",2320
"Telšių apskr.","Plungės r.","30-34",1485
"Telšių apskr.","Plungės r.","35-39",1361
"Telšių apskr.","Plungės r.","40-44",1648
"Telšių apskr.","Plungės r.","45-49",2415
"Telšių apskr.","Plungės r.","5-9",1737
"Telšių apskr.","Plungės r.","50-54",2658
"Telšių apskr.","Plungės r.","55-59",2646
"Telšių apskr.","Plungės r.","60-64",2389
"Telšių apskr.","Plungės r.","65-69",1842
"Telšių apskr.","Plungės r.","70-74",1537
"Telšių apskr.","Plungės r.","75-79",1354
"Telšių apskr.","Plungės r.","80+",2045
"Telšių apskr.","Rietavo","0-4",368
"Telšių apskr.","Rietavo","10-14",324
"Telšių apskr.","Rietavo","15-19",374
"Telšių apskr.","Rietavo","20-24",516
"Telšių apskr.","Rietavo","25-29",537
"Telšių apskr.","Rietavo","30-34",424
"Telšių apskr.","Rietavo","35-39",236
"Telšių apskr.","Rietavo","40-44",336
"Telšių apskr.","Rietavo","45-49",447
"Telšių apskr.","Rietavo","5-9",406
"Telšių apskr.","Rietavo","50-54",552
"Telšių apskr.","Rietavo","55-59",639
"Telšių apskr.","Rietavo","60-64",546
"Telšių apskr.","Rietavo","65-69",415
"Telšių apskr.","Rietavo","70-74",304
"Telšių apskr.","Rietavo","75-79",283
"Telšių apskr.","Rietavo","80+",471
"Telšių apskr.","Telšių r.","0-4",1766
"Telšių apskr.","Telšių r.","10-14",1874
"Telšių apskr.","Telšių r.","15-19",2037
"Telšių apskr.","Telšių r.","20-24",2423
"Telšių apskr.","Telšių r.","25-29",2623
"Telšių apskr.","Telšių r.","30-34",1896
"Telšių apskr.","Telšių r.","35-39",1500
"Telšių apskr.","Telšių r.","40-44",2047
"Telšių apskr.","Telšių r.","45-49",2669
"Telšių apskr.","Telšių r.","5-9",2070
"Telšių apskr.","Telšių r.","50-54",2911
"Telšių apskr.","Telšių r.","55-59",3140
"Telšių apskr.","Telšių r.","60-64",3169
"Telšių apskr.","Telšių r.","65-69",2343
"Telšių apskr.","Telšių r.","70-74",2024
"Telšių apskr.","Telšių r.","75-79",1670
"Telšių apskr.","Telšių r.","80+",2597
"Utenos apskr.","Anykščių r.","0-4",798
"Utenos apskr.","Anykščių r.","10-14",764
"Utenos apskr.","Anykščių r.","15-19",1047
"Utenos apskr.","Anykščių r.","20-24",1356
"Utenos apskr.","Anykščių r.","25-29",1400
"Utenos apskr.","Anykščių r.","30-34",923
"Utenos apskr.","Anykščių r.","35-39",731
"Utenos apskr.","Anykščių r.","40-44",1008
"Utenos apskr.","Anykščių r.","45-49",1476
"Utenos apskr.","Anykščių r.","5-9",898
"Utenos apskr.","Anykščių r.","50-54",1938
"Utenos apskr.","Anykščių r.","55-59",2237
"Utenos apskr.","Anykščių r.","60-64",1905
"Utenos apskr.","Anykščių r.","65-69",1521
"Utenos apskr.","Anykščių r.","70-74",1260
"Utenos apskr.","Anykščių r.","75-79",1282
"Utenos apskr.","Anykščių r.","80+",2079
"Utenos apskr.","Ignalinos r.","0-4",472
"Utenos apskr.","Ignalinos r.","10-14",514
"Utenos apskr.","Ignalinos r.","15-19",654
"Utenos apskr.","Ignalinos r.","20-24",758
"Utenos apskr.","Ignalinos r.","25-29",853
"Utenos apskr.","Ignalinos r.","30-34",561
"Utenos apskr.","Ignalinos r.","35-39",458
"Utenos apskr.","Ignalinos r.","40-44",680
"Utenos apskr.","Ignalinos r.","45-49",996
"Utenos apskr.","Ignalinos r.","5-9",556
"Utenos apskr.","Ignalinos r.","50-54",1116
"Utenos apskr.","Ignalinos r.","55-59",1287
"Utenos apskr.","Ignalinos r.","60-64",1199
"Utenos apskr.","Ignalinos r.","65-69",984
"Utenos apskr.","Ignalinos r.","70-74",879
"Utenos apskr.","Ignalinos r.","75-79",852
"Utenos apskr.","Ignalinos r.","80+",1312
"Utenos apskr.","Molėtų r.","0-4",587
"Utenos apskr.","Molėtų r.","10-14",636
"Utenos apskr.","Molėtų r.","15-19",760
"Utenos apskr.","Molėtų r.","20-24",1044
"Utenos apskr.","Molėtų r.","25-29",1197
"Utenos apskr.","Molėtų r.","30-34",798
"Utenos apskr.","Molėtų r.","35-39",634
"Utenos apskr.","Molėtų r.","40-44",881
"Utenos apskr.","Molėtų r.","45-49",1210
"Utenos apskr.","Molėtų r.","5-9",695
"Utenos apskr.","Molėtų r.","50-54",1486
"Utenos apskr.","Molėtų r.","55-59",1444
"Utenos apskr.","Molėtų r.","60-64",1307
"Utenos apskr.","Molėtų r.","65-69",1087
"Utenos apskr.","Molėtų r.","70-74",918
"Utenos apskr.","Molėtų r.","75-79",827
"Utenos apskr.","Molėtų r.","80+",1365
"Utenos apskr.","Utenos r.","0-4",1427
"Utenos apskr.","Utenos r.","10-14",1481
"Utenos apskr.","Utenos r.","15-19",1503
"Utenos apskr.","Utenos r.","20-24",2002
"Utenos apskr.","Utenos r.","25-29",2373
"Utenos apskr.","Utenos r.","30-34",1970
"Utenos apskr.","Utenos r.","35-39",1932
"Utenos apskr.","Utenos r.","40-44",1992
"Utenos apskr.","Utenos r.","45-49",2691
"Utenos apskr.","Utenos r.","5-9",1494
"Utenos apskr.","Utenos r.","50-54",3120
"Utenos apskr.","Utenos r.","55-59",3335
"Utenos apskr.","Utenos r.","60-64",3064
"Utenos apskr.","Utenos r.","65-69",2431
"Utenos apskr.","Utenos r.","70-74",1899
"Utenos apskr.","Utenos r.","75-79",1760
"Utenos apskr.","Utenos r.","80+",2607
"Utenos apskr.","Visagino m.","0-4",884
"Utenos apskr.","Visagino m.","10-14",894
"Utenos apskr.","Visagino m.","15-19",728
"Utenos apskr.","Visagino m.","20-24",761
"Utenos apskr.","Visagino m.","25-29",788
"Utenos apskr.","Visagino m.","30-34",601
"Utenos apskr.","Visagino m.","35-39",718
"Utenos apskr.","Visagino m.","40-44",781
"Utenos apskr.","Visagino m.","45-49",1057
"Utenos apskr.","Visagino m.","5-9",1010
"Utenos apskr.","Visagino m.","50-54",1262
"Utenos apskr.","Visagino m.","55-59",2031
"Utenos apskr.","Visagino m.","60-64",2626
"Utenos apskr.","Visagino m.","65-69",1721
"Utenos apskr.","Visagino m.","70-74",1041
"Utenos apskr.","Visagino m.","75-79",467
"Utenos apskr.","Visagino m.","80+",764
"Utenos apskr.","Zarasų r.","0-4",550
"Utenos apskr.","Zarasų r.","10-14",612
"Utenos apskr.","Zarasų r.","15-19",664
"Utenos apskr.","Zarasų r.","20-24",838
"Utenos apskr.","Zarasų r.","25-29",911
"Utenos apskr.","Zarasų r.","30-34",624
"Utenos apskr.","Zarasų r.","35-39",482
"Utenos apskr.","Zarasų r.","40-44",685
"Utenos apskr.","Zarasų r.","45-49",985
"Utenos apskr.","Zarasų r.","5-9",650
"Utenos apskr.","Zarasų r.","50-54",1221
"Utenos apskr.","Zarasų r.","55-59",1379
"Utenos apskr.","Zarasų r.","60-64",1278
"Utenos apskr.","Zarasų r.","65-69",967
"Utenos apskr.","Zarasų r.","70-74",856
"Utenos apskr.","Zarasų r.","75-79",722
"Utenos apskr.","Zarasų r.","80+",1214
"Vilniaus apskr.","Elektrėnų","0-4",1134
"Vilniaus apskr.","Elektrėnų","10-14",1085
"Vilniaus apskr.","Elektrėnų","15-19",994
"Vilniaus apskr.","Elektrėnų","20-24",1276
"Vilniaus apskr.","Elektrėnų","25-29",1462
"Vilniaus apskr.","Elektrėnų","30-34",1664
"Vilniaus apskr.","Elektrėnų","35-39",1597
"Vilniaus apskr.","Elektrėnų","40-44",1606
"Vilniaus apskr.","Elektrėnų","45-49",1803
"Vilniaus apskr.","Elektrėnų","5-9",1252
"Vilniaus apskr.","Elektrėnų","50-54",1883
"Vilniaus apskr.","Elektrėnų","55-59",1921
"Vilniaus apskr.","Elektrėnų","60-64",1879
"Vilniaus apskr.","Elektrėnų","65-69",1268
"Vilniaus apskr.","Elektrėnų","70-74",1065
"Vilniaus apskr.","Elektrėnų","75-79",962
"Vilniaus apskr.","Elektrėnų","80+",1257
"Vilniaus apskr.","Šalčininkų r.","0-4",1477
"Vilniaus apskr.","Šalčininkų r.","10-14",1670
"Vilniaus apskr.","Šalčininkų r.","15-19",1619
"Vilniaus apskr.","Šalčininkų r.","20-24",1843
"Vilniaus apskr.","Šalčininkų r.","25-29",2056
"Vilniaus apskr.","Šalčininkų r.","30-34",2025
"Vilniaus apskr.","Šalčininkų r.","35-39",1658
"Vilniaus apskr.","Šalčininkų r.","40-44",1944
"Vilniaus apskr.","Šalčininkų r.","45-49",2250
"Vilniaus apskr.","Šalčininkų r.","5-9",1741
"Vilniaus apskr.","Šalčininkų r.","50-54",2282
"Vilniaus apskr.","Šalčininkų r.","55-59",2411
"Vilniaus apskr.","Šalčininkų r.","60-64",2154
"Vilniaus apskr.","Šalčininkų r.","65-69",1522
"Vilniaus apskr.","Šalčininkų r.","70-74",1223
"Vilniaus apskr.","Šalčininkų r.","75-79",876
"Vilniaus apskr.","Šalčininkų r.","80+",1523
"Vilniaus apskr.","Širvintų r.","0-4",673
"Vilniaus apskr.","Širvintų r.","10-14",618
"Vilniaus apskr.","Širvintų r.","15-19",670
"Vilniaus apskr.","Širvintų r.","20-24",854
"Vilniaus apskr.","Širvintų r.","25-29",1004
"Vilniaus apskr.","Širvintų r.","30-34",811
"Vilniaus apskr.","Širvintų r.","35-39",729
"Vilniaus apskr.","Širvintų r.","40-44",824
"Vilniaus apskr.","Širvintų r.","45-49",1048
"Vilniaus apskr.","Širvintų r.","5-9",718
"Vilniaus apskr.","Širvintų r.","50-54",1275
"Vilniaus apskr.","Širvintų r.","55-59",1272
"Vilniaus apskr.","Širvintų r.","60-64",1170
"Vilniaus apskr.","Širvintų r.","65-69",878
"Vilniaus apskr.","Širvintų r.","70-74",788
"Vilniaus apskr.","Širvintų r.","75-79",609
"Vilniaus apskr.","Širvintų r.","80+",969
"Vilniaus apskr.","Švenčionių r.","0-4",816
"Vilniaus apskr.","Švenčionių r.","10-14",921
"Vilniaus apskr.","Švenčionių r.","15-19",1110
"Vilniaus apskr.","Švenčionių r.","20-24",1303
"Vilniaus apskr.","Švenčionių r.","25-29",1369
"Vilniaus apskr.","Švenčionių r.","30-34",1090
"Vilniaus apskr.","Švenčionių r.","35-39",1024
"Vilniaus apskr.","Švenčionių r.","40-44",1285
"Vilniaus apskr.","Švenčionių r.","45-49",1617
"Vilniaus apskr.","Švenčionių r.","5-9",1001
"Vilniaus apskr.","Švenčionių r.","50-54",1817
"Vilniaus apskr.","Švenčionių r.","55-59",1917
"Vilniaus apskr.","Švenčionių r.","60-64",1888
"Vilniaus apskr.","Švenčionių r.","65-69",1474
"Vilniaus apskr.","Švenčionių r.","70-74",1264
"Vilniaus apskr.","Švenčionių r.","75-79",1015
"Vilniaus apskr.","Švenčionių r.","80+",1582
"Vilniaus apskr.","Trakų r.","0-4",1600
"Vilniaus apskr.","Trakų r.","10-14",1636
"Vilniaus apskr.","Trakų r.","15-19",1581
"Vilniaus apskr.","Trakų r.","20-24",1893
"Vilniaus apskr.","Trakų r.","25-29",2154
"Vilniaus apskr.","Trakų r.","30-34",2338
"Vilniaus apskr.","Trakų r.","35-39",2292
"Vilniaus apskr.","Trakų r.","40-44",2326
"Vilniaus apskr.","Trakų r.","45-49",2320
"Vilniaus apskr.","Trakų r.","5-9",1694
"Vilniaus apskr.","Trakų r.","50-54",2506
"Vilniaus apskr.","Trakų r.","55-59",2631
"Vilniaus apskr.","Trakų r.","60-64",2314
"Vilniaus apskr.","Trakų r.","65-69",1784
"Vilniaus apskr.","Trakų r.","70-74",1390
"Vilniaus apskr.","Trakų r.","75-79",1015
"Vilniaus apskr.","Trakų r.","80+",1739
"Vilniaus apskr.","Ukmergės r.","0-4",1434
"Vilniaus apskr.","Ukmergės r.","10-14",1398
"Vilniaus apskr.","Ukmergės r.","15-19",1513
"Vilniaus apskr.","Ukmergės r.","20-24",1835
"Vilniaus apskr.","Ukmergės r.","25-29",2014
"Vilniaus apskr.","Ukmergės r.","30-34",1697
"Vilniaus apskr.","Ukmergės r.","35-39",1346
"Vilniaus apskr.","Ukmergės r.","40-44",1606
"Vilniaus apskr.","Ukmergės r.","45-49",2280
"Vilniaus apskr.","Ukmergės r.","5-9",1524
"Vilniaus apskr.","Ukmergės r.","50-54",2776
"Vilniaus apskr.","Ukmergės r.","55-59",2921
"Vilniaus apskr.","Ukmergės r.","60-64",2647
"Vilniaus apskr.","Ukmergės r.","65-69",2005
"Vilniaus apskr.","Ukmergės r.","70-74",1814
"Vilniaus apskr.","Ukmergės r.","75-79",1680
"Vilniaus apskr.","Ukmergės r.","80+",2562
"Vilniaus apskr.","Vilniaus m.","0-4",35091
"Vilniaus apskr.","Vilniaus m.","10-14",29714
"Vilniaus apskr.","Vilniaus m.","15-19",21688
"Vilniaus apskr.","Vilniaus m.","20-24",24459
"Vilniaus apskr.","Vilniaus m.","25-29",37376
"Vilniaus apskr.","Vilniaus m.","30-34",59540
"Vilniaus apskr.","Vilniaus m.","35-39",56564
"Vilniaus apskr.","Vilniaus m.","40-44",43448
"Vilniaus apskr.","Vilniaus m.","45-49",37464
"Vilniaus apskr.","Vilniaus m.","5-9",32923
"Vilniaus apskr.","Vilniaus m.","50-54",32978
"Vilniaus apskr.","Vilniaus m.","55-59",33423
"Vilniaus apskr.","Vilniaus m.","60-64",33364
"Vilniaus apskr.","Vilniaus m.","65-69",26459
"Vilniaus apskr.","Vilniaus m.","70-74",22243
"Vilniaus apskr.","Vilniaus m.","75-79",16369
"Vilniaus apskr.","Vilniaus m.","80+",26799
"Vilniaus apskr.","Vilniaus r.","0-4",4653
"Vilniaus apskr.","Vilniaus r.","10-14",6493
"Vilniaus apskr.","Vilniaus r.","15-19",5453
"Vilniaus apskr.","Vilniaus r.","20-24",5612
"Vilniaus apskr.","Vilniaus r.","25-29",6260
"Vilniaus apskr.","Vilniaus r.","30-34",7158
"Vilniaus apskr.","Vilniaus r.","35-39",7765
"Vilniaus apskr.","Vilniaus r.","40-44",8023
"Vilniaus apskr.","Vilniaus r.","45-49",7974
"Vilniaus apskr.","Vilniaus r.","5-9",5324
"Vilniaus apskr.","Vilniaus r.","50-54",7465
"Vilniaus apskr.","Vilniaus r.","55-59",7356
"Vilniaus apskr.","Vilniaus r.","60-64",6791
"Vilniaus apskr.","Vilniaus r.","65-69",5134
"Vilniaus apskr.","Vilniaus r.","70-74",3923
"Vilniaus apskr.","Vilniaus r.","75-79",2748
"Vilniaus apskr.","Vilniaus r.","80+",3899
