"date","hospital_name","healthcare_region","hospital_beds_total_r7mean","hospital_beds_occupied_r7mean","oxygen_beds_total_r7mean","oxygen_beds_occupied_r7mean","mv_beds_total_r7mean","mv_beds_occupied_r7mean","icu_beds_total_r7mean","icu_beds_occupied_r7mean","icu_ecmo_systems_total_r7mean","icu_ecmo_systems_in_use_r7mean","cv19_hospital_beds_assigned_r7mean","cv19_hospital_beds_occupied_r7mean","cv19_oxygen_beds_assigned_r7mean","cv19_oxygen_beds_occupied_r7mean","cv19_mv_beds_assigned_r7mean","cv19_mv_beds_occupied_r7mean","cv19_icu_beds_assigned_r7mean","cv19_icu_beds_occupied_r7mean","cv19_icu_mv_beds_assigned_r7mean","cv19_icu_mv_beds_occupied_r7mean","cv19_icu_highflow_systems_total_r7mean","cv19_icu_highflow_systems_in_use_r7mean","cv19_icu_ecmo_assigned_r7mean","cv19_icu_ecmo_in_use_r7mean","cv19_admissions_r7mean","cv19_admissions_oxygen_r7mean","cv19_admissions_mv_r7mean","cv19_discharges_r7mean","remdesivir_vials_used_r7mean","remdesivir_patients_total_r7mean","remdesivir_patients_new_r7mean","geometry"
"2021-03-27","VšĮ Šilalės rajono ligoninė","Klaipėdos regionas",35,18,35,18,2,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-03-27","VšĮ Šilutės ligoninė","Klaipėdos regionas",81,48,71,48,10,4,8,5,0,0,23,4,22,4,4,0,2,1,2,0,2,0,0,0,0,0,0,0,0,0,0,NA
"2021-03-27","VšĮ Tauragės ligoninė","Klaipėdos regionas",197,111,78,10,12,1,12,1,0,0,30,4,30,4,4,0,4,1,4,0,6,0,0,0,1,1,0,0,1,1,0,NA
"2021-03-27","VšĮ Anykščių rajono savivaldybės ligoninė","Panevėžio regionas",93,35,16,1,6,0,6,1,0,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,NA
"2021-03-27","VšĮ Biržų ligoninė","Panevėžio regionas",131,78,48,15,6,1,4,2,0,0,20,4,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,NA
"2021-03-27","VšĮ Ignalinos rajono ligoninė","Panevėžio regionas",36,18,18,4,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-03-27","VšĮ Kupiškio ligoninė","Panevėžio regionas",41,14,28,6,4,0,3,1,0,0,10,6,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,NA
"2021-03-27","VšĮ Molėtų ligoninė","Panevėžio regionas",32,8,20,2,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-03-27","VšĮ Pasvalio ligoninė","Panevėžio regionas",67,50,48,14,3,0,3,3,0,0,14,4,8,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,NA
"2021-03-27","VšĮ Respublikinė Panevėžio ligoninė","Panevėžio regionas",712,407,366,209,47,22,47,22,0,0,135,55,118,55,0,0,14,7,14,1,5,4,0,0,7,3,0,5,2,2,1,NA
"2021-03-27","VšĮ Rokiškio rajono ligoninė","Panevėžio regionas",94,38,50,7,5,1,5,2,0,0,36,7,29,7,1,0,3,0,3,0,1,0,0,0,0,0,0,1,1,1,0,NA
"2021-03-27","VšĮ Utenos ligoninė","Panevėžio regionas",195,80,183,80,12,0,6,2,0,0,45,16,45,16,3,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,1,NA
"2021-03-27","VšĮ Visagino ligoninė","Panevėžio regionas",118,56,18,18,7,0,6,4,0,0,25,25,12,12,1,0,2,2,1,0,0,0,0,0,1,1,0,1,2,1,0,NA
"2021-03-27","Zarasų rajono savivaldybės VšĮ Zarasų ligoninė","Panevėžio regionas",19,7,9,2,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-03-27","VšĮ Joniškio ligoninė","Šiaulių regionas",53,30,30,4,4,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-03-27","VšĮ Kelmės ligoninė","Šiaulių regionas",82,40,23,4,4,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-03-27","VšĮ Mažeikių ligoninė","Šiaulių regionas",150,88,86,11,9,0,9,2,0,0,20,8,20,8,0,0,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,NA
"2021-03-27","VšĮ N.Akmenės ligoninė","Šiaulių regionas",28,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-03-27","VšĮ Pakruojo ligoninė","Šiaulių regionas",31,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-03-27","VšĮ Plungės rajono savivaldybės ligoninė","Šiaulių regionas",94,47,42,3,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-03-27","VšĮ Radviliškio ligoninė","Šiaulių regionas",67,35,39,1,3,1,3,0,0,0,7,0,5,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,NA
"2021-03-27","VšĮ Regioninė Telšių ligoninė","Šiaulių regionas",105,50,83,38,7,1,7,3,0,0,7,1,7,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,NA
"2021-03-27","VšĮ Respublikinė Šiaulių ligoninė","Šiaulių regionas",701,302,591,218,36,14,36,20,0,0,50,19,37,19,0,0,13,3,13,2,2,1,0,0,3,2,0,1,3,2,0,NA
"2021-03-27","Lietuvos Respublikos vidaus reikalų ministerijos Medicinos centras","Vilniaus regionas",40,28,13,4,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-03-27","Nacionalinis vėžio institutas","Vilniaus regionas",307,147,139,89,12,6,12,0,0,0,5,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-03-27","Švenčionių rajono ligoninė","Vilniaus regionas",46,34,34,31,6,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-03-27","VšĮ Alytaus apskrities S.Kudirkos ligoninė","Vilniaus regionas",228,165,228,34,18,5,10,5,0,0,40,21,40,21,0,0,6,3,6,3,3,1,0,0,2,2,0,1,0,0,0,NA
"2021-03-27","VšĮ Druskininkų ligoninė","Vilniaus regionas",130,82,75,20,7,1,3,1,0,0,20,7,20,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,25,0,0,NA
"2021-03-27","VšĮ Elektrėnų ligoninė","Vilniaus regionas",88,42,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-03-27","VšĮ Lazdijų ligoninė","Vilniaus regionas",62,23,5,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-03-27","VšĮ Mykolo Marcinkevičiaus ligoninė","Vilniaus regionas",128,83,35,7,8,2,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-03-27","VšĮ Respublikinė Vilniaus psichiatrinė ligoninė","Vilniaus regionas",440,252,10,2,3,0,6,3,0,0,47,13,7,1,3,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-03-27","VšĮ Respublikinė Vilniaus universitetinė ligoninė","Vilniaus regionas",618,383,305,162,38,10,38,21,0,0,24,16,22,16,0,0,8,2,8,1,2,0,0,0,1,1,0,1,1,0,0,NA
"2021-03-27","VšĮ Trakų ligoninė","Vilniaus regionas",108,43,81,6,5,0,5,1,0,0,14,4,14,4,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,NA
"2021-03-27","VšĮ Ukmergės ligoninė","Vilniaus regionas",89,65,74,9,7,1,7,4,0,0,28,22,28,22,0,0,5,2,4,1,3,1,0,0,2,1,0,1,2,1,0,NA
"2021-03-27","VšĮ Varėnos ligoninė","Vilniaus regionas",101,56,16,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,NA
"2021-03-27","VšĮ Vilniaus gimdymo namai","Vilniaus regionas",108,25,28,0,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-03-27","VšĮ Vilniaus miesto klinikinė ligoninė","Vilniaus regionas",592,295,430,171,38,4,23,10,0,0,190,167,190,167,0,0,6,6,6,2,20,8,0,0,19,16,1,15,22,19,3,NA
"2021-03-27","VšĮ Vilniaus universiteto ligoninės Santaros klinikos","Vilniaus regionas",947,825,545,411,110,29,110,78,4,3,159,121,159,121,0,0,43,33,43,15,28,15,2,2,16,10,1,14,25,20,4,NA
"2021-03-27","VšĮ Vilniaus universiteto ligoninės Žalgirio klinika","Vilniaus regionas",58,31,6,2,3,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-03-28","Lietuvos sveikatos mokslų universiteto ligoninė Kauno klinikos","Kauno regionas",1601,1173,1162,124,101,34,101,70,4,1,26,8,26,8,0,0,24,8,24,7,6,1,2,1,2,0,0,1,3,2,1,NA
"2021-03-28","Marijampolės ligoninė","Kauno regionas",200,113,137,34,14,4,13,11,0,0,50,35,50,35,1,0,4,3,4,3,8,1,0,0,3,2,1,5,10,9,1,NA
"2021-03-28","Šakių ligoninė","Kauno regionas",55,29,15,2,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-03-28","VšĮ Jonavos ligoninė","Kauno regionas",102,61,30,6,7,1,7,1,0,0,27,7,25,7,2,0,2,0,2,0,0,0,0,0,1,1,0,1,2,1,1,NA
"2021-03-28","VšĮ Jurbarko ligoninė","Kauno regionas",74,34,25,13,5,3,5,3,0,0,22,11,22,11,0,0,3,2,3,2,3,0,0,0,1,1,0,1,1,1,0,NA
"2021-03-28","VšĮ Kaišiadorių ligoninė","Kauno regionas",130,92,29,4,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-03-28","VšĮ Kėdainių ligoninė","Kauno regionas",249,118,78,11,8,1,8,3,0,0,15,3,15,3,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,NA
"2021-03-28","VšĮ Lietuvos sveikatos mokslų universiteto Kauno ligoninė","Kauno regionas",815,464,364,127,31,3,34,9,0,0,130,73,113,57,0,0,14,3,14,2,6,0,0,0,8,6,0,7,18,15,3,NA
"2021-03-28","VšĮ Prienų ligoninė","Kauno regionas",59,25,53,23,4,0,4,2,0,0,25,0,22,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,NA
"2021-03-28","VšĮ Raseinių ligoninė","Kauno regionas",79,50,45,7,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-03-28","VšĮ Vilkaviškio ligoninė","Kauno regionas",95,42,40,5,5,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-03-28","Klaipėdos rajono savivaldybės Gargždų ligoninė","Klaipėdos regionas",43,8,16,4,2,0,0,0,0,0,25,0,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA
"2021-03-28","Kretingos rajono savivaldybės VšĮ Kretingos ligoninė","Klaipėdos regionas",95,44,49,15,6,0,6,1,0,0,22,4,20,4,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-03-28","VšĮ Klaipėdos Jūrininkų ligoninė","Klaipėdos regionas",237,188,194,186,23,5,23,12,0,0,22,4,22,4,0,0,7,1,7,1,0,0,0,0,1,1,0,1,0,0,0,NA
"2021-03-28","VšĮ Klaipėdos universitetinė ligoninė","Klaipėdos regionas",830,454,412,90,40,10,40,19,0,0,60,25,60,25,0,0,15,8,15,4,0,0,0,0,2,2,0,2,2,2,0,NA
"2021-03-28","VšĮ Klaipėdos vaikų ligoninė","Klaipėdos regionas",152,71,58,0,10,0,6,1,0,0,40,1,40,1,4,0,6,0,6,0,1,0,0,0,0,0,0,0,0,0,0,NA
"2021-03-28","VšĮ Respublikinė Klaipėdos ligoninė","Klaipėdos regionas",391,374,85,32,10,2,17,7,0,0,40,26,40,26,10,0,6,1,6,1,1,0,0,0,4,4,1,2,3,3,0,NA
"2021-03-28","VšĮ Šilalės rajono ligoninė","Klaipėdos regionas",34,18,34,18,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-03-28","VšĮ Šilutės ligoninė","Klaipėdos regionas",81,48,71,48,10,4,8,5,0,0,23,4,22,4,4,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,NA
"2021-03-28","VšĮ Tauragės ligoninė","Klaipėdos regionas",197,113,78,10,12,0,12,1,0,0,30,4,30,4,4,0,4,1,4,0,6,0,0,0,1,1,0,0,1,1,0,NA
"2021-03-28","VšĮ Anykščių rajono savivaldybės ligoninė","Panevėžio regionas",93,34,16,1,6,0,6,2,0,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,NA
"2021-03-28","VšĮ Biržų ligoninė","Panevėžio regionas",131,77,48,16,6,1,4,2,0,0,20,3,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,NA
"2021-03-28","VšĮ Ignalinos rajono ligoninė","Panevėžio regionas",36,19,18,5,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-03-28","VšĮ Kupiškio ligoninė","Panevėžio regionas",41,12,28,6,4,0,3,1,0,0,9,5,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,NA
"2021-03-28","VšĮ Molėtų ligoninė","Panevėžio regionas",32,8,20,2,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-03-28","VšĮ Pasvalio ligoninė","Panevėžio regionas",67,51,48,13,3,0,3,3,0,0,14,3,8,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,NA
"2021-03-28","VšĮ Respublikinė Panevėžio ligoninė","Panevėžio regionas",712,405,366,215,47,22,47,22,0,0,135,56,118,56,0,0,14,6,14,1,5,4,0,0,7,3,0,5,3,2,1,NA
"2021-03-28","VšĮ Rokiškio rajono ligoninė","Panevėžio regionas",94,39,50,6,5,1,5,2,0,0,36,7,29,7,1,0,3,0,3,0,1,0,0,0,0,0,0,1,1,1,0,NA
"2021-03-28","VšĮ Utenos ligoninė","Panevėžio regionas",195,79,183,79,12,0,6,2,0,0,45,15,45,15,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,1,NA
"2021-03-28","VšĮ Visagino ligoninė","Panevėžio regionas",118,57,18,18,7,1,6,4,0,0,26,26,12,12,1,0,2,2,1,0,0,0,0,0,1,1,0,1,2,1,0,NA
"2021-03-28","Zarasų rajono savivaldybės VšĮ Zarasų ligoninė","Panevėžio regionas",19,7,9,2,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-03-28","VšĮ Joniškio ligoninė","Šiaulių regionas",53,28,30,4,4,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-03-28","VšĮ Kelmės ligoninė","Šiaulių regionas",82,41,23,4,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-03-28","VšĮ Mažeikių ligoninė","Šiaulių regionas",150,85,86,10,9,0,9,2,0,0,20,7,20,7,0,0,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,NA
"2021-03-28","VšĮ N.Akmenės ligoninė","Šiaulių regionas",28,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-03-28","VšĮ Pakruojo ligoninė","Šiaulių regionas",31,22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-03-28","VšĮ Plungės rajono savivaldybės ligoninė","Šiaulių regionas",94,49,42,3,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-03-28","VšĮ Radviliškio ligoninė","Šiaulių regionas",67,34,39,1,3,1,3,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-03-28","VšĮ Regioninė Telšių ligoninė","Šiaulių regionas",106,50,83,39,6,1,6,3,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA
"2021-03-28","VšĮ Respublikinė Šiaulių ligoninė","Šiaulių regionas",701,304,591,224,36,15,36,20,0,0,50,21,37,21,0,0,13,3,13,2,2,2,0,0,2,2,0,1,2,2,0,NA
"2021-03-28","Lietuvos Respublikos vidaus reikalų ministerijos Medicinos centras","Vilniaus regionas",40,29,13,4,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-03-28","Nacionalinis vėžio institutas","Vilniaus regionas",307,143,139,85,12,6,12,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-03-28","Švenčionių rajono ligoninė","Vilniaus regionas",46,35,34,32,6,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-03-28","VšĮ Alytaus apskrities S.Kudirkos ligoninė","Vilniaus regionas",228,166,228,35,18,5,10,6,0,0,40,22,40,22,0,0,6,4,6,3,3,2,0,0,2,2,0,1,0,0,0,NA
"2021-03-28","VšĮ Druskininkų ligoninė","Vilniaus regionas",130,82,75,20,7,1,3,1,0,0,20,7,20,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,25,0,0,NA
"2021-03-28","VšĮ Elektrėnų ligoninė","Vilniaus regionas",88,42,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-03-28","VšĮ Lazdijų ligoninė","Vilniaus regionas",62,23,5,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-03-28","VšĮ Mykolo Marcinkevičiaus ligoninė","Vilniaus regionas",128,82,35,7,8,2,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-03-28","VšĮ Respublikinė Vilniaus psichiatrinė ligoninė","Vilniaus regionas",440,251,10,2,3,0,6,3,0,0,47,13,7,1,3,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-03-28","VšĮ Respublikinė Vilniaus universitetinė ligoninė","Vilniaus regionas",618,385,305,163,38,10,38,20,0,0,24,16,22,16,0,0,8,1,8,1,2,0,0,0,1,1,0,1,1,0,0,NA
"2021-03-28","VšĮ Trakų ligoninė","Vilniaus regionas",108,43,81,8,5,0,5,2,0,0,18,6,18,6,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,NA
"2021-03-28","VšĮ Ukmergės ligoninė","Vilniaus regionas",89,66,74,9,7,1,7,4,0,0,28,22,28,22,0,0,5,2,4,1,3,1,0,0,3,1,0,2,1,1,0,NA
"2021-03-28","VšĮ Varėnos ligoninė","Vilniaus regionas",101,56,16,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,NA
"2021-03-28","VšĮ Vilniaus gimdymo namai","Vilniaus regionas",108,23,28,0,2,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-03-28","VšĮ Vilniaus miesto klinikinė ligoninė","Vilniaus regionas",592,293,430,171,38,4,23,10,0,0,190,167,190,167,0,0,6,6,6,3,20,7,0,0,20,16,1,16,21,18,3,NA
"2021-03-28","VšĮ Vilniaus universiteto ligoninės Santaros klinikos","Vilniaus regionas",948,825,545,411,110,28,110,78,4,3,159,120,159,120,0,0,45,33,45,15,28,15,2,2,16,10,1,14,24,19,4,NA
"2021-03-28","VšĮ Vilniaus universiteto ligoninės Žalgirio klinika","Vilniaus regionas",58,30,6,2,3,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-03-29","Lietuvos sveikatos mokslų universiteto ligoninė Kauno klinikos","Kauno regionas",1599,1178,1162,124,100,34,100,69,4,1,24,8,24,8,0,0,22,8,22,7,6,1,2,1,2,0,0,1,2,2,1,NA
"2021-03-29","Marijampolės ligoninė","Kauno regionas",200,110,137,33,14,4,13,10,0,0,50,34,50,34,1,0,4,3,4,3,8,1,0,0,3,2,1,5,9,8,1,NA
"2021-03-29","Šakių ligoninė","Kauno regionas",55,29,15,2,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-03-29","VšĮ Jonavos ligoninė","Kauno regionas",102,64,30,6,7,1,7,2,0,0,27,8,25,7,2,0,2,0,2,0,0,0,0,0,1,1,0,0,2,2,1,NA
"2021-03-29","VšĮ Jurbarko ligoninė","Kauno regionas",75,34,25,14,6,3,6,3,0,0,21,12,21,12,0,0,3,2,3,2,3,0,0,0,1,1,0,1,1,1,0,NA
"2021-03-29","VšĮ Kaišiadorių ligoninė","Kauno regionas",130,90,29,3,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-03-29","VšĮ Kėdainių ligoninė","Kauno regionas",249,119,78,16,8,1,8,4,0,0,15,3,15,3,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,NA
"2021-03-29","VšĮ Lietuvos sveikatos mokslų universiteto Kauno ligoninė","Kauno regionas",816,456,364,129,31,3,34,10,0,0,130,75,111,57,0,0,14,3,14,2,6,0,0,0,9,7,0,7,20,16,4,NA
"2021-03-29","VšĮ Prienų ligoninė","Kauno regionas",59,25,53,23,4,0,4,2,0,0,25,0,22,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,NA
"2021-03-29","VšĮ Raseinių ligoninė","Kauno regionas",79,50,45,6,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-03-29","VšĮ Vilkaviškio ligoninė","Kauno regionas",95,38,40,4,5,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-03-29","Klaipėdos rajono savivaldybės Gargždų ligoninė","Klaipėdos regionas",43,9,16,4,2,0,0,0,0,0,25,0,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-03-29","Kretingos rajono savivaldybės VšĮ Kretingos ligoninė","Klaipėdos regionas",95,41,49,14,6,0,6,1,0,0,22,4,20,4,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-03-29","VšĮ Klaipėdos Jūrininkų ligoninė","Klaipėdos regionas",237,187,194,185,23,5,23,12,0,0,21,4,21,4,0,0,7,1,7,1,0,0,0,0,1,1,0,1,0,0,0,NA
"2021-03-29","VšĮ Klaipėdos universitetinė ligoninė","Klaipėdos regionas",830,452,412,90,40,10,40,19,0,0,60,24,60,24,0,0,15,8,15,4,0,0,0,0,2,2,0,1,2,1,0,NA
"2021-03-29","VšĮ Klaipėdos vaikų ligoninė","Klaipėdos regionas",152,67,58,0,10,0,6,1,0,0,40,2,40,2,4,0,6,0,6,0,1,0,0,0,0,0,0,0,0,0,0,NA
"2021-03-29","VšĮ Respublikinė Klaipėdos ligoninė","Klaipėdos regionas",393,370,85,31,10,1,17,6,0,0,40,26,40,26,10,0,6,0,6,0,1,0,0,0,4,4,1,2,3,3,0,NA
"2021-03-29","VšĮ Šilalės rajono ligoninė","Klaipėdos regionas",34,18,34,18,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-03-29","VšĮ Šilutės ligoninė","Klaipėdos regionas",81,47,71,47,10,3,8,4,0,0,23,4,22,4,4,0,2,0,2,0,2,0,0,0,1,1,0,0,0,0,0,NA
"2021-03-29","VšĮ Tauragės ligoninė","Klaipėdos regionas",197,116,78,11,12,0,12,1,0,0,30,4,30,4,4,0,4,1,4,0,6,0,0,0,1,1,0,0,1,1,0,NA
"2021-03-29","VšĮ Anykščių rajono savivaldybės ligoninė","Panevėžio regionas",93,33,16,2,6,0,6,2,0,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,NA
"2021-03-29","VšĮ Biržų ligoninė","Panevėžio regionas",131,77,48,15,6,1,4,2,0,0,20,3,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,NA
"2021-03-29","VšĮ Ignalinos rajono ligoninė","Panevėžio regionas",36,20,18,5,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-03-29","VšĮ Kupiškio ligoninė","Panevėžio regionas",41,12,28,6,4,0,3,1,0,0,9,5,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,NA
"2021-03-29","VšĮ Molėtų ligoninė","Panevėžio regionas",32,8,20,2,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-03-29","VšĮ Pasvalio ligoninė","Panevėžio regionas",67,51,48,13,3,0,3,3,0,0,14,3,8,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,NA
"2021-03-29","VšĮ Respublikinė Panevėžio ligoninė","Panevėžio regionas",712,405,366,215,47,21,47,21,0,0,135,57,118,57,0,0,14,6,14,2,5,4,0,0,7,3,0,5,3,3,1,NA
"2021-03-29","VšĮ Rokiškio rajono ligoninė","Panevėžio regionas",94,39,50,6,5,0,5,2,0,0,36,6,29,6,1,0,3,0,3,0,1,0,0,0,0,0,0,1,1,1,0,NA
"2021-03-29","VšĮ Utenos ligoninė","Panevėžio regionas",195,77,183,77,12,0,6,2,0,0,45,15,45,15,3,0,0,0,0,0,0,0,0,0,1,1,0,1,2,2,0,NA
"2021-03-29","VšĮ Visagino ligoninė","Panevėžio regionas",118,57,18,18,7,1,6,4,0,0,25,25,12,12,1,0,2,2,1,0,0,0,0,0,1,1,0,1,2,1,0,NA
"2021-03-29","Zarasų rajono savivaldybės VšĮ Zarasų ligoninė","Panevėžio regionas",19,7,9,2,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-03-29","VšĮ Joniškio ligoninė","Šiaulių regionas",53,27,30,5,4,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-03-29","VšĮ Kelmės ligoninė","Šiaulių regionas",82,43,23,5,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
