"date","municipality_code","municipality_name","municipality_order","vaccine_name","dose_number","vaccinated","vaccines_arrived","vaccines_allocated","object_id"
2020-12-22,"13","Vilniaus m. sav.","01","AstraZeneca","Pirma dozė",NA,NA,NA,38213
2020-12-22,"13","Vilniaus m. sav.","01","Moderna","Pirma dozė",NA,NA,NA,38234
2020-12-22,"13","Vilniaus m. sav.","01","Moderna","Antra dozė",NA,NA,NA,38287
2020-12-22,"15","Druskininkų sav.","12","AstraZeneca","Antra dozė",NA,NA,NA,38158
2020-12-22,"15","Druskininkų sav.","12","Pfizer-BioNTech","Antra dozė",NA,NA,NA,38184
2020-12-22,"15","Druskininkų sav.","12","AstraZeneca","Pirma dozė",NA,NA,NA,38203
2020-12-22,"15","Druskininkų sav.","12","Pfizer-BioNTech","Pirma dozė",NA,NA,NA,38222
2020-12-22,"15","Druskininkų sav.","12","Moderna","Antra dozė",NA,NA,NA,38247
2020-12-22,"15","Druskininkų sav.","12","Moderna","Pirma dozė",NA,NA,NA,38324
2020-12-22,"18","Marijampolės sav.","28","Moderna","Antra dozė",NA,NA,NA,38071
2020-12-22,"18","Marijampolės sav.","28","Moderna","Pirma dozė",NA,NA,NA,38090
2020-12-22,"18","Marijampolės sav.","28","Pfizer-BioNTech","Antra dozė",NA,NA,NA,38144
2020-12-22,"18","Marijampolės sav.","28","Pfizer-BioNTech","Pirma dozė",NA,NA,NA,38167
2020-12-22,"18","Marijampolės sav.","28","AstraZeneca","Antra dozė",NA,NA,NA,38176
2020-12-22,"18","Marijampolės sav.","28","AstraZeneca","Pirma dozė",NA,NA,NA,38216
2020-12-22,"19","Kauno m. sav.","02","AstraZeneca","Pirma dozė",NA,NA,NA,38073
2020-12-22,"19","Kauno m. sav.","02","AstraZeneca","Antra dozė",NA,NA,NA,38074
2020-12-22,"19","Kauno m. sav.","02","Pfizer-BioNTech","Pirma dozė",NA,NA,NA,38258
2020-12-22,"19","Kauno m. sav.","02","Pfizer-BioNTech","Antra dozė",NA,NA,NA,38309
2020-12-22,"19","Kauno m. sav.","02","Moderna","Pirma dozė",NA,NA,NA,38359
2020-12-22,"19","Kauno m. sav.","02","Moderna","Antra dozė",NA,NA,NA,38422
2020-12-22,"21","Klaipėdos m. sav.","03","Pfizer-BioNTech","Pirma dozė",NA,NA,NA,38075
2020-12-22,"21","Klaipėdos m. sav.","03","Pfizer-BioNTech","Antra dozė",NA,NA,NA,38111
2020-12-22,"21","Klaipėdos m. sav.","03","Moderna","Pirma dozė",NA,NA,NA,38153
2020-12-22,"21","Klaipėdos m. sav.","03","Moderna","Antra dozė",NA,NA,NA,38219
2020-12-22,"21","Klaipėdos m. sav.","03","AstraZeneca","Pirma dozė",NA,NA,NA,38340
2020-12-22,"21","Klaipėdos m. sav.","03","AstraZeneca","Antra dozė",NA,NA,NA,38362
2020-12-22,"23","Neringos sav.","31","AstraZeneca","Antra dozė",NA,NA,NA,38159
2020-12-22,"23","Neringos sav.","31","AstraZeneca","Pirma dozė",NA,NA,NA,38221
2020-12-22,"23","Neringos sav.","31","Moderna","Pirma dozė",NA,NA,NA,38228
2020-12-22,"23","Neringos sav.","31","Pfizer-BioNTech","Antra dozė",NA,NA,NA,38301
2020-12-22,"23","Neringos sav.","31","Moderna","Antra dozė",NA,NA,NA,38308
2020-12-22,"23","Neringos sav.","31","Pfizer-BioNTech","Pirma dozė",NA,NA,NA,38330
2020-12-22,"25","Palangos m. sav.","34","AstraZeneca","Pirma dozė",NA,NA,NA,38070
2020-12-22,"25","Palangos m. sav.","34","AstraZeneca","Antra dozė",NA,NA,NA,38125
2020-12-22,"25","Palangos m. sav.","34","Moderna","Pirma dozė",NA,NA,NA,38223
2020-12-22,"25","Palangos m. sav.","34","Moderna","Antra dozė",NA,NA,NA,38224
2020-12-22,"25","Palangos m. sav.","34","Pfizer-BioNTech","Antra dozė",NA,NA,NA,38264
2020-12-22,"25","Palangos m. sav.","34","Pfizer-BioNTech","Pirma dozė",NA,NA,NA,38314
2020-12-22,"27","Panevėžio m. sav.","05","Moderna","Pirma dozė",NA,NA,NA,38225
2020-12-22,"27","Panevėžio m. sav.","05","Moderna","Antra dozė",NA,NA,NA,38306
2020-12-22,"27","Panevėžio m. sav.","05","AstraZeneca","Pirma dozė",NA,NA,NA,38386
2020-12-22,"27","Panevėžio m. sav.","05","AstraZeneca","Antra dozė",NA,NA,NA,38387
2020-12-22,"27","Panevėžio m. sav.","05","Pfizer-BioNTech","Pirma dozė",NA,NA,NA,38428
2020-12-22,"27","Panevėžio m. sav.","05","Pfizer-BioNTech","Antra dozė",NA,NA,NA,38429
2020-12-22,"29","Šiaulių m. sav.","04","AstraZeneca","Antra dozė",NA,NA,NA,38076
2020-12-22,"29","Šiaulių m. sav.","04","AstraZeneca","Pirma dozė",NA,NA,NA,38128
2020-12-22,"29","Šiaulių m. sav.","04","Pfizer-BioNTech","Antra dozė",NA,NA,NA,38169
2020-12-22,"29","Šiaulių m. sav.","04","Moderna","Pirma dozė",NA,NA,NA,38181
2020-12-22,"29","Šiaulių m. sav.","04","Pfizer-BioNTech","Pirma dozė",NA,NA,NA,38193
2020-12-22,"29","Šiaulių m. sav.","04","Moderna","Antra dozė",NA,NA,NA,38220
2020-12-22,"30","Visagino sav.","59","Pfizer-BioNTech","Antra dozė",NA,NA,NA,38108
2020-12-22,"30","Visagino sav.","59","Pfizer-BioNTech","Pirma dozė",NA,NA,NA,38124
2020-12-22,"30","Visagino sav.","59","AstraZeneca","Antra dozė",NA,NA,NA,38270
2020-12-22,"30","Visagino sav.","59","Moderna","Pirma dozė",NA,NA,NA,38291
2020-12-22,"30","Visagino sav.","59","Moderna","Antra dozė",NA,NA,NA,38292
2020-12-22,"30","Visagino sav.","59","AstraZeneca","Pirma dozė",NA,NA,NA,38293
2020-12-22,"32","Akmenės r. sav.","07","Moderna","Pirma dozė",NA,NA,NA,38322
2020-12-22,"32","Akmenės r. sav.","07","Moderna","Antra dozė",NA,NA,NA,38323
2020-12-22,"32","Akmenės r. sav.","07","AstraZeneca","Pirma dozė",NA,NA,NA,38367
2020-12-22,"32","Akmenės r. sav.","07","AstraZeneca","Antra dozė",NA,NA,NA,38368
2020-12-22,"32","Akmenės r. sav.","07","Pfizer-BioNTech","Pirma dozė",NA,NA,NA,38410
2020-12-22,"32","Akmenės r. sav.","07","Pfizer-BioNTech","Antra dozė",NA,NA,NA,38411
2020-12-22,"33","Alytaus r. sav.","08","Pfizer-BioNTech","Pirma dozė",NA,NA,NA,38140
2020-12-22,"33","Alytaus r. sav.","08","Pfizer-BioNTech","Antra dozė",NA,NA,NA,38205
2020-12-22,"33","Alytaus r. sav.","08","AstraZeneca","Antra dozė",NA,NA,NA,38226
2020-12-22,"33","Alytaus r. sav.","08","AstraZeneca","Pirma dozė",NA,NA,NA,38257
2020-12-22,"33","Alytaus r. sav.","08","Moderna","Pirma dozė",NA,NA,NA,38389
2020-12-22,"33","Alytaus r. sav.","08","Moderna","Antra dozė",NA,NA,NA,38390
2020-12-22,"34","Anykščių r. sav.","09","Pfizer-BioNTech","Antra dozė",NA,NA,NA,38242
2020-12-22,"34","Anykščių r. sav.","09","Moderna","Pirma dozė",NA,NA,NA,38249
2020-12-22,"34","Anykščių r. sav.","09","Pfizer-BioNTech","Pirma dozė",NA,NA,NA,38320
2020-12-22,"34","Anykščių r. sav.","09","Moderna","Antra dozė",NA,NA,NA,38325
2020-12-22,"34","Anykščių r. sav.","09","AstraZeneca","Pirma dozė",NA,NA,NA,38384
2020-12-22,"34","Anykščių r. sav.","09","AstraZeneca","Antra dozė",NA,NA,NA,38401
2020-12-22,"36","Biržų r. sav.","11","Moderna","Antra dozė",NA,NA,NA,38066
2020-12-22,"36","Biržų r. sav.","11","Moderna","Pirma dozė",NA,NA,NA,38086
2020-12-22,"36","Biržų r. sav.","11","AstraZeneca","Antra dozė",NA,NA,NA,38178
2020-12-22,"36","Biržų r. sav.","11","AstraZeneca","Pirma dozė",NA,NA,NA,38218
2020-12-22,"36","Biržų r. sav.","11","Pfizer-BioNTech","Antra dozė",NA,NA,NA,38267
2020-12-22,"36","Biržų r. sav.","11","Pfizer-BioNTech","Pirma dozė",NA,NA,NA,38316
2020-12-22,"38","Varėnos r. sav.","56","Pfizer-BioNTech","Pirma dozė",NA,NA,NA,38079
2020-12-22,"38","Varėnos r. sav.","56","Pfizer-BioNTech","Antra dozė",NA,NA,NA,38099
2020-12-22,"38","Varėnos r. sav.","56","Moderna","Antra dozė",NA,NA,NA,38233
2020-12-22,"38","Varėnos r. sav.","56","Moderna","Pirma dozė",NA,NA,NA,38310
2020-12-22,"38","Varėnos r. sav.","56","AstraZeneca","Antra dozė",NA,NA,NA,38342
2020-12-22,"38","Varėnos r. sav.","56","AstraZeneca","Pirma dozė",NA,NA,NA,38364
2020-12-22,"39","Vilkaviškio r. sav.","57","Moderna","Pirma dozė",NA,NA,NA,38082
2020-12-22,"39","Vilkaviškio r. sav.","57","Moderna","Antra dozė",NA,NA,NA,38120
2020-12-22,"39","Vilkaviškio r. sav.","57","AstraZeneca","Pirma dozė",NA,NA,NA,38251
2020-12-22,"39","Vilkaviškio r. sav.","57","AstraZeneca","Antra dozė",NA,NA,NA,38252
2020-12-22,"39","Vilkaviškio r. sav.","57","Pfizer-BioNTech","Antra dozė",NA,NA,NA,38353
2020-12-22,"39","Vilkaviškio r. sav.","57","Pfizer-BioNTech","Pirma dozė",NA,NA,NA,38415
2020-12-22,"41","Vilniaus r. sav.","58","AstraZeneca","Pirma dozė",NA,NA,NA,38093
2020-12-22,"41","Vilniaus r. sav.","58","AstraZeneca","Antra dozė",NA,NA,NA,38112
2020-12-22,"41","Vilniaus r. sav.","58","Pfizer-BioNTech","Pirma dozė",NA,NA,NA,38135
2020-12-22,"41","Vilniaus r. sav.","58","Pfizer-BioNTech","Antra dozė",NA,NA,NA,38136
2020-12-22,"41","Vilniaus r. sav.","58","Moderna","Antra dozė",NA,NA,NA,38152
2020-12-22,"41","Vilniaus r. sav.","58","Moderna","Pirma dozė",NA,NA,NA,38200
2020-12-22,"42","Elektrėnų sav.","13","AstraZeneca","Antra dozė",NA,NA,NA,38065
2020-12-22,"42","Elektrėnų sav.","13","AstraZeneca","Pirma dozė",NA,NA,NA,38105
2020-12-22,"42","Elektrėnų sav.","13","Pfizer-BioNTech","Antra dozė",NA,NA,NA,38115
2020-12-22,"42","Elektrėnų sav.","13","Pfizer-BioNTech","Pirma dozė",NA,NA,NA,38130
2020-12-22,"42","Elektrėnų sav.","13","Moderna","Pirma dozė",NA,NA,NA,38243
2020-12-22,"42","Elektrėnų sav.","13","Moderna","Antra dozė",NA,NA,NA,38244
2020-12-22,"43","Zarasų r. sav.","60","AstraZeneca","Pirma dozė",NA,NA,NA,38198
2020-12-22,"43","Zarasų r. sav.","60","AstraZeneca","Antra dozė",NA,NA,NA,38199
2020-12-22,"43","Zarasų r. sav.","60","Pfizer-BioNTech","Antra dozė",NA,NA,NA,38283
2020-12-22,"43","Zarasų r. sav.","60","Pfizer-BioNTech","Pirma dozė",NA,NA,NA,38332
2020-12-22,"43","Zarasų r. sav.","60","Moderna","Antra dozė",NA,NA,NA,38357
2020-12-22,"43","Zarasų r. sav.","60","Moderna","Pirma dozė",NA,NA,NA,38418
2020-12-22,"45","Ignalinos r. sav.","14","Moderna","Pirma dozė",NA,NA,NA,38284
2020-12-22,"45","Ignalinos r. sav.","14","Moderna","Antra dozė",NA,NA,NA,38285
2020-12-22,"45","Ignalinos r. sav.","14","Pfizer-BioNTech","Antra dozė",NA,NA,NA,38305
2020-12-22,"45","Ignalinos r. sav.","14","Pfizer-BioNTech","Pirma dozė",NA,NA,NA,38337
2020-12-22,"45","Ignalinos r. sav.","14","AstraZeneca","Pirma dozė",NA,NA,NA,38375
2020-12-22,"45","Ignalinos r. sav.","14","AstraZeneca","Antra dozė",NA,NA,NA,38413
2020-12-22,"46","Jonavos r. sav.","15","Pfizer-BioNTech","Pirma dozė",NA,NA,NA,38106
2020-12-22,"46","Jonavos r. sav.","15","Pfizer-BioNTech","Antra dozė",NA,NA,NA,38123
2020-12-22,"46","Jonavos r. sav.","15","AstraZeneca","Antra dozė",NA,NA,NA,38344
2020-12-22,"46","Jonavos r. sav.","15","AstraZeneca","Pirma dozė",NA,NA,NA,38369
2020-12-22,"46","Jonavos r. sav.","15","Moderna","Antra dozė",NA,NA,NA,38371
2020-12-22,"46","Jonavos r. sav.","15","Moderna","Pirma dozė",NA,NA,NA,38408
2020-12-22,"47","Joniškio r. sav.","16","Pfizer-BioNTech","Antra dozė",NA,NA,NA,38085
2020-12-22,"47","Joniškio r. sav.","16","Pfizer-BioNTech","Pirma dozė",NA,NA,NA,38121
2020-12-22,"47","Joniškio r. sav.","16","AstraZeneca","Pirma dozė",NA,NA,NA,38139
2020-12-22,"47","Joniškio r. sav.","16","Moderna","Pirma dozė",NA,NA,NA,38162
2020-12-22,"47","Joniškio r. sav.","16","Moderna","Antra dozė",NA,NA,NA,38163
2020-12-22,"47","Joniškio r. sav.","16","AstraZeneca","Antra dozė",NA,NA,NA,38187
2020-12-22,"48","Kalvarijos sav.","19","AstraZeneca","Antra dozė",NA,NA,NA,38072
2020-12-22,"48","Kalvarijos sav.","19","AstraZeneca","Pirma dozė",NA,NA,NA,38127
2020-12-22,"48","Kalvarijos sav.","19","Moderna","Pirma dozė",NA,NA,NA,38182
2020-12-22,"48","Kalvarijos sav.","19","Moderna","Antra dozė",NA,NA,NA,38202
2020-12-22,"48","Kalvarijos sav.","19","Pfizer-BioNTech","Pirma dozė",NA,NA,NA,38268
2020-12-22,"48","Kalvarijos sav.","19","Pfizer-BioNTech","Antra dozė",NA,NA,NA,38269
2020-12-22,"49","Kaišiadorių r. sav.","18","AstraZeneca","Pirma dozė",NA,NA,NA,38148
2020-12-22,"49","Kaišiadorių r. sav.","18","AstraZeneca","Antra dozė",NA,NA,NA,38149
2020-12-22,"49","Kaišiadorių r. sav.","18","Pfizer-BioNTech","Antra dozė",NA,NA,NA,38272
2020-12-22,"49","Kaišiadorių r. sav.","18","Pfizer-BioNTech","Pirma dozė",NA,NA,NA,38296
2020-12-22,"49","Kaišiadorių r. sav.","18","Moderna","Pirma dozė",NA,NA,NA,38346
2020-12-22,"49","Kaišiadorių r. sav.","18","Moderna","Antra dozė",NA,NA,NA,38370
2020-12-22,"52","Kauno r. sav.","20","Moderna","Pirma dozė",NA,NA,NA,38171
2020-12-22,"52","Kauno r. sav.","20","Moderna","Antra dozė",NA,NA,NA,38195
2020-12-22,"52","Kauno r. sav.","20","AstraZeneca","Pirma dozė",NA,NA,NA,38240
2020-12-22,"52","Kauno r. sav.","20","AstraZeneca","Antra dozė",NA,NA,NA,38294
2020-12-22,"52","Kauno r. sav.","20","Pfizer-BioNTech","Pirma dozė",NA,NA,NA,38348
2020-12-22,"52","Kauno r. sav.","20","Pfizer-BioNTech","Antra dozė",NA,NA,NA,38372
2020-12-22,"53","Kėdainių r. sav.","22","Moderna","Antra dozė",NA,NA,NA,38347
2020-12-22,"53","Kėdainių r. sav.","22","AstraZeneca","Antra dozė",NA,NA,NA,38352
2020-12-22,"53","Kėdainių r. sav.","22","Pfizer-BioNTech","Antra dozė",NA,NA,NA,38360
2020-12-22,"53","Kėdainių r. sav.","22","Moderna","Pirma dozė",NA,NA,NA,38391
2020-12-22,"53","Kėdainių r. sav.","22","Pfizer-BioNTech","Pirma dozė",NA,NA,NA,38400
2020-12-22,"53","Kėdainių r. sav.","22","AstraZeneca","Pirma dozė",NA,NA,NA,38414
2020-12-22,"54","Kelmės r. sav.","23","Moderna","Pirma dozė",NA,NA,NA,38141
2020-12-22,"54","Kelmės r. sav.","23","Moderna","Antra dozė",NA,NA,NA,38142
2020-12-22,"54","Kelmės r. sav.","23","AstraZeneca","Antra dozė",NA,NA,NA,38299
2020-12-22,"54","Kelmės r. sav.","23","AstraZeneca","Pirma dozė",NA,NA,NA,38328
2020-12-22,"54","Kelmės r. sav.","23","Pfizer-BioNTech","Pirma dozė",NA,NA,NA,38388
2020-12-22,"54","Kelmės r. sav.","23","Pfizer-BioNTech","Antra dozė",NA,NA,NA,38405
2020-12-22,"55","Klaipėdos r. sav.","24","AstraZeneca","Pirma dozė",NA,NA,NA,38248
2020-12-22,"55","Klaipėdos r. sav.","24","AstraZeneca","Antra dozė",NA,NA,NA,38273
2020-12-22,"55","Klaipėdos r. sav.","24","Pfizer-BioNTech","Antra dozė",NA,NA,NA,38341
2020-12-22,"55","Klaipėdos r. sav.","24","Moderna","Pirma dozė",NA,NA,NA,38365
2020-12-22,"55","Klaipėdos r. sav.","24","Pfizer-BioNTech","Pirma dozė",NA,NA,NA,38402
2020-12-22,"55","Klaipėdos r. sav.","24","Moderna","Antra dozė",NA,NA,NA,38404
2020-12-22,"56","Kretingos r. sav.","25","AstraZeneca","Pirma dozė",NA,NA,NA,38165
2020-12-22,"56","Kretingos r. sav.","25","AstraZeneca","Antra dozė",NA,NA,NA,38186
2020-12-22,"56","Kretingos r. sav.","25","Pfizer-BioNTech","Antra dozė",NA,NA,NA,38392
2020-12-22,"56","Kretingos r. sav.","25","Moderna","Pirma dozė",NA,NA,NA,38398
2020-12-22,"56","Kretingos r. sav.","25","Moderna","Antra dozė",NA,NA,NA,38399
2020-12-22,"56","Kretingos r. sav.","25","Pfizer-BioNTech","Pirma dozė",NA,NA,NA,38409
2020-12-22,"57","Kupiškio r. sav.","26","Pfizer-BioNTech","Antra dozė",NA,NA,NA,38177
2020-12-22,"57","Kupiškio r. sav.","26","Pfizer-BioNTech","Pirma dozė",NA,NA,NA,38217
2020-12-22,"57","Kupiškio r. sav.","26","Moderna","Pirma dozė",NA,NA,NA,38350
2020-12-22,"57","Kupiškio r. sav.","26","Moderna","Antra dozė",NA,NA,NA,38374
2020-12-22,"57","Kupiškio r. sav.","26","AstraZeneca","Pirma dozė",NA,NA,NA,38425
2020-12-22,"57","Kupiškio r. sav.","26","AstraZeneca","Antra dozė",NA,NA,NA,38426
2020-12-22,"58","Kazlų Rūdos sav.","21","Pfizer-BioNTech","Antra dozė",NA,NA,NA,38088
2020-12-22,"58","Kazlų Rūdos sav.","21","Pfizer-BioNTech","Pirma dozė",NA,NA,NA,38107
2020-12-22,"58","Kazlų Rūdos sav.","21","Moderna","Pirma dozė",NA,NA,NA,38263
2020-12-22,"58","Kazlų Rūdos sav.","21","Moderna","Antra dozė",NA,NA,NA,38313
2020-12-22,"58","Kazlų Rūdos sav.","21","AstraZeneca","Antra dozė",NA,NA,NA,38382
2020-12-22,"58","Kazlų Rūdos sav.","21","AstraZeneca","Pirma dozė",NA,NA,NA,38396
2020-12-22,"59","Lazdijų r. sav.","27","Pfizer-BioNTech","Pirma dozė",NA,NA,NA,38097
2020-12-22,"59","Lazdijų r. sav.","27","Pfizer-BioNTech","Antra dozė",NA,NA,NA,38132
2020-12-22,"59","Lazdijų r. sav.","27","Moderna","Pirma dozė",NA,NA,NA,38190
2020-12-22,"59","Lazdijų r. sav.","27","Moderna","Antra dozė",NA,NA,NA,38191
2020-12-22,"59","Lazdijų r. sav.","27","AstraZeneca","Pirma dozė",NA,NA,NA,38380
2020-12-22,"59","Lazdijų r. sav.","27","AstraZeneca","Antra dozė",NA,NA,NA,38417
2020-12-22,"61","Mažeikių r. sav.","29","Pfizer-BioNTech","Pirma dozė",NA,NA,NA,38091
2020-12-22,"61","Mažeikių r. sav.","29","Pfizer-BioNTech","Antra dozė",NA,NA,NA,38092
2020-12-22,"61","Mažeikių r. sav.","29","Moderna","Pirma dozė",NA,NA,NA,38179
2020-12-22,"61","Mažeikių r. sav.","29","Moderna","Antra dozė",NA,NA,NA,38180
2020-12-22,"61","Mažeikių r. sav.","29","AstraZeneca","Antra dozė",NA,NA,NA,38238
2020-12-22,"61","Mažeikių r. sav.","29","AstraZeneca","Pirma dozė",NA,NA,NA,38317
2020-12-22,"62","Molėtų r. sav.","30","Moderna","Antra dozė",NA,NA,NA,38143
2020-12-22,"62","Molėtų r. sav.","30","Pfizer-BioNTech","Pirma dozė",NA,NA,NA,38155
2020-12-22,"62","Molėtų r. sav.","30","Pfizer-BioNTech","Antra dozė",NA,NA,NA,38156
2020-12-22,"62","Molėtų r. sav.","30","Moderna","Pirma dozė",NA,NA,NA,38206
2020-12-22,"62","Molėtų r. sav.","30","AstraZeneca","Pirma dozė",NA,NA,NA,38265
2020-12-22,"62","Molėtų r. sav.","30","AstraZeneca","Antra dozė",NA,NA,NA,38266
2020-12-22,"63","Pagėgių sav.","32","Moderna","Pirma dozė",NA,NA,NA,38080
2020-12-22,"63","Pagėgių sav.","32","Moderna","Antra dozė",NA,NA,NA,38081
2020-12-22,"63","Pagėgių sav.","32","Pfizer-BioNTech","Antra dozė",NA,NA,NA,38154
2020-12-22,"63","Pagėgių sav.","32","Pfizer-BioNTech","Pirma dozė",NA,NA,NA,38201
2020-12-22,"63","Pagėgių sav.","32","AstraZeneca","Pirma dozė",NA,NA,NA,38376
2020-12-22,"63","Pagėgių sav.","32","AstraZeneca","Antra dozė",NA,NA,NA,38394
2020-12-22,"65","Pakruojo r. sav.","33","Pfizer-BioNTech","Pirma dozė",NA,NA,NA,38069
2020-12-22,"65","Pakruojo r. sav.","33","Pfizer-BioNTech","Antra dozė",NA,NA,NA,38110
2020-12-22,"65","Pakruojo r. sav.","33","Moderna","Pirma dozė",NA,NA,NA,38145
2020-12-22,"65","Pakruojo r. sav.","33","Moderna","Antra dozė",NA,NA,NA,38168
2020-12-22,"65","Pakruojo r. sav.","33","AstraZeneca","Pirma dozė",NA,NA,NA,38196
2020-12-22,"65","Pakruojo r. sav.","33","AstraZeneca","Antra dozė",NA,NA,NA,38212
2020-12-22,"66","Panevėžio r. sav.","35","Moderna","Pirma dozė",NA,NA,NA,38083
2020-12-22,"66","Panevėžio r. sav.","35","Moderna","Antra dozė",NA,NA,NA,38084
2020-12-22,"66","Panevėžio r. sav.","35","AstraZeneca","Antra dozė",NA,NA,NA,38239
2020-12-22,"66","Panevėžio r. sav.","35","Pfizer-BioNTech","Antra dozė",NA,NA,NA,38256
2020-12-22,"66","Panevėžio r. sav.","35","AstraZeneca","Pirma dozė",NA,NA,NA,38295
2020-12-22,"66","Panevėžio r. sav.","35","Pfizer-BioNTech","Pirma dozė",NA,NA,NA,38334
2020-12-22,"67","Pasvalio r. sav.","36","Moderna","Pirma dozė",NA,NA,NA,38067
2020-12-22,"67","Pasvalio r. sav.","36","Moderna","Antra dozė",NA,NA,NA,38087
2020-12-22,"67","Pasvalio r. sav.","36","Pfizer-BioNTech","Pirma dozė",NA,NA,NA,38351
2020-12-22,"67","Pasvalio r. sav.","36","AstraZeneca","Antra dozė",NA,NA,NA,38361
2020-12-22,"67","Pasvalio r. sav.","36","Pfizer-BioNTech","Antra dozė",NA,NA,NA,38377
2020-12-22,"67","Pasvalio r. sav.","36","AstraZeneca","Pirma dozė",NA,NA,NA,38424
2020-12-22,"68","Plungės r. sav.","37","Moderna","Pirma dozė",NA,NA,NA,38095
2020-12-22,"68","Plungės r. sav.","37","Pfizer-BioNTech","Pirma dozė",NA,NA,NA,38103
2020-12-22,"68","Plungės r. sav.","37","Moderna","Antra dozė",NA,NA,NA,38113
2020-12-22,"68","Plungės r. sav.","37","Pfizer-BioNTech","Antra dozė",NA,NA,NA,38133
2020-12-22,"68","Plungės r. sav.","37","AstraZeneca","Pirma dozė",NA,NA,NA,38157
2020-12-22,"68","Plungės r. sav.","37","AstraZeneca","Antra dozė",NA,NA,NA,38183
2020-12-22,"69","Prienų r. sav.","38","Moderna","Antra dozė",NA,NA,NA,38275
2020-12-22,"69","Prienų r. sav.","38","Moderna","Pirma dozė",NA,NA,NA,38327
2020-12-22,"69","Prienų r. sav.","38","Pfizer-BioNTech","Pirma dozė",NA,NA,NA,38358
2020-12-22,"69","Prienų r. sav.","38","AstraZeneca","Antra dozė",NA,NA,NA,38397
2020-12-22,"69","Prienų r. sav.","38","Pfizer-BioNTech","Antra dozė",NA,NA,NA,38419
2020-12-22,"69","Prienų r. sav.","38","AstraZeneca","Pirma dozė",NA,NA,NA,38421
2020-12-22,"71","Radviliškio r. sav.","39","AstraZeneca","Pirma dozė",NA,NA,NA,38101
2020-12-22,"71","Radviliškio r. sav.","39","AstraZeneca","Antra dozė",NA,NA,NA,38119
2020-12-22,"71","Radviliškio r. sav.","39","Moderna","Pirma dozė",NA,NA,NA,38236
2020-12-22,"71","Radviliškio r. sav.","39","Pfizer-BioNTech","Pirma dozė",NA,NA,NA,38246
2020-12-22,"71","Radviliškio r. sav.","39","Moderna","Antra dozė",NA,NA,NA,38290
2020-12-22,"71","Radviliškio r. sav.","39","Pfizer-BioNTech","Antra dozė",NA,NA,NA,38298
2020-12-22,"72","Raseinių r. sav.","40","AstraZeneca","Antra dozė",NA,NA,NA,38122
2020-12-22,"72","Raseinių r. sav.","40","AstraZeneca","Pirma dozė",NA,NA,NA,38134
2020-12-22,"72","Raseinių r. sav.","40","Moderna","Pirma dozė",NA,NA,NA,38208
2020-12-22,"72","Raseinių r. sav.","40","Moderna","Antra dozė",NA,NA,NA,38209
2020-12-22,"72","Raseinių r. sav.","40","Pfizer-BioNTech","Pirma dozė",NA,NA,NA,38281
2020-12-22,"72","Raseinių r. sav.","40","Pfizer-BioNTech","Antra dozė",NA,NA,NA,38282
2020-12-22,"73","Rokiškio r. sav.","42","Moderna","Antra dozė",NA,NA,NA,38185
2020-12-22,"73","Rokiškio r. sav.","42","Moderna","Pirma dozė",NA,NA,NA,38192
2020-12-22,"73","Rokiškio r. sav.","42","AstraZeneca","Pirma dozė",NA,NA,NA,38229
2020-12-22,"73","Rokiškio r. sav.","42","AstraZeneca","Antra dozė",NA,NA,NA,38230
2020-12-22,"73","Rokiškio r. sav.","42","Pfizer-BioNTech","Pirma dozė",NA,NA,NA,38385
2020-12-22,"73","Rokiškio r. sav.","42","Pfizer-BioNTech","Antra dozė",NA,NA,NA,38423
2020-12-22,"74","Rietavo sav.","41","Moderna","Pirma dozė",NA,NA,NA,38227
2020-12-22,"74","Rietavo sav.","41","AstraZeneca","Pirma dozė",NA,NA,NA,38254
2020-12-22,"74","Rietavo sav.","41","Pfizer-BioNTech","Antra dozė",NA,NA,NA,38271
2020-12-22,"74","Rietavo sav.","41","AstraZeneca","Antra dozė",NA,NA,NA,38278
2020-12-22,"74","Rietavo sav.","41","Moderna","Antra dozė",NA,NA,NA,38307
2020-12-22,"74","Rietavo sav.","41","Pfizer-BioNTech","Pirma dozė",NA,NA,NA,38318
2020-12-22,"75","Skuodo r. sav.","43","Moderna","Pirma dozė",NA,NA,NA,38100
2020-12-22,"75","Skuodo r. sav.","43","Moderna","Antra dozė",NA,NA,NA,38118
2020-12-22,"75","Skuodo r. sav.","43","AstraZeneca","Antra dozė",NA,NA,NA,38137
2020-12-22,"75","Skuodo r. sav.","43","AstraZeneca","Pirma dozė",NA,NA,NA,38138
2020-12-22,"75","Skuodo r. sav.","43","Pfizer-BioNTech","Antra dozė",NA,NA,NA,38300
2020-12-22,"75","Skuodo r. sav.","43","Pfizer-BioNTech","Pirma dozė",NA,NA,NA,38329
2020-12-22,"77","Tauragės r. sav.","51","AstraZeneca","Pirma dozė",NA,NA,NA,38102
2020-12-22,"77","Tauragės r. sav.","51","AstraZeneca","Antra dozė",NA,NA,NA,38104
2020-12-22,"77","Tauragės r. sav.","51","Moderna","Pirma dozė",NA,NA,NA,38170
2020-12-22,"77","Tauragės r. sav.","51","Moderna","Antra dozė",NA,NA,NA,38194
2020-12-22,"77","Tauragės r. sav.","51","Pfizer-BioNTech","Antra dozė",NA,NA,NA,38302
2020-12-22,"77","Tauragės r. sav.","51","Pfizer-BioNTech","Pirma dozė",NA,NA,NA,38331
